ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
811184,G,29099,G,,843,1,2011
88199,G,3157,G,,252,2,2011
2264618,G,75040,G,,1972,4,2011
317917,G,16632,G,,562,5,2011
13102955,G,368524,G,,12006,6,2011
1322834,G,44308,G,,2187,8,2011
2857414,H,67239,G,,1317,9,2011
232153,G,6374,G,,266,10,2011
2270726,G,49254,G,,543,11,2011
5065343,G,146807,G,,5956,12,2011
2893248,G,78402,G,,2742,13,2011
657450,G,19967,G,,496,15,2011
224968,G,10764,G,,420,16,2011
5836780,G,157331,G,,3904,17,2011
1673966,G,62483,G,,1590,18,2011
1025093,G,42102,G,,758,19,2011
504964,G,19584,G,,711,20,2011
692972,G,28291,G,,879,21,2011
1263311,G,36322,G,,1085,22,2011
450463,G,15295,G,,484,23,2011
3244686,H,79640,G,,1992,24,2011
7930820,G,199010,G,,2698,25,2011
1887842,G,72865,G,,2227,26,2011
1855140,G,69545,G,,1812,27,2011
394523,G,17991,G,,599,28,2011
2745916,H,73781,G,,1549,29,2011
125234,H,5725,G,,337,30,2011
508582,H,18572,H,,496,31,2011
323017,G,9572,G,,636,32,2011
806077,G,23205,H,,601,33,2011
3434977,G,95866,G,,3392,34,2011
272512,G,9549,G,,595,35,2011
15089827,G,388189,G,,7344,36,2011
3207351,G,88389,G,,2469,37,2011
103580,G,4624,G,,145,38,2011
3070333,G,118343,G,,2954,39,2011
483567,G,19374,G,,688,40,2011
821560,G,34117,G,,1413,41,2011
9262628,G,256967,G,,3611,42,2011
918271,G,27772,G,,403,44,2011
700435,G,30625,G,,1055,45,2011
181133,G,7778,G,,211,46,2011
1785234,G,57064,G,,1199,47,2011
5400002,G,158497,G,,5811,48,2011
995140,H,39612,H,,937,49,2011
405546,G,14655,G,,372,50,2011
2312940,G,70604,G,,2610,51,2011
1350492,G,50548,G,,2426,53,2011
257689,G,9735,G,,281,54,2011
1683389,G,54659,G,,1495,55,2011
56251,G,2199,G,,161,56,2011
796922,G,29605,G,,835,1,2010
77793,H,2868,H,,256,2,2010
2110770,G,56233,G,,1907,4,2010
296698,G,15882,G,,567,5,2010
12376300,G,348371,G,,11796,6,2010
1283774,G,43321,G,,2158,8,2010
2800184,H,66451,G,,1296,9,2010
232624,G,6339,G,,275,10,2010
2176451,G,49396,G,,529,11,2010
4830665,G,143820,G,,5797,12,2010
2743516,G,77554,G,,2708,13,2010
636707,G,19561,G,,522,15,2010
209529,G,10066,G,,402,16,2010
5511610,G,152281,G,,3837,17,2010
1624789,G,62070,G,,1598,18,2010
970858,G,39576,G,,747,19,2010
487670,G,19471,G,,700,20,2010
674196,G,27931,G,,874,21,2010
1165140,G,35159,G,,1073,22,2010
411575,G,14686,G,,475,23,2010
3127315,H,77181,G,,1984,24,2010
7560289,G,192514,G,,2669,25,2010
1830932,G,71782,G,,2203,26,2010
1812926,G,69230,G,,1837,27,2010
394135,G,18392,G,,582,28,2010
2504048,H,71376,G,,1509,29,2010
118540,H,5615,G,,342,30,2010
494445,H,18480,H,,524,31,2010
332671,G,9866,G,,618,32,2010
778313,H,27428,H,,605,33,2010
3353382,G,94563,G,,3331,34,2010
275352,G,9946,G,,594,35,2010
14357676,G,375801,G,,7178,36,2010
3107201,G,86822,G,,2421,37,2010
100386,G,4723,G,,145,38,2010
2976223,G,107451,G,,2936,39,2010
480472,G,19335,G,,698,40,2010
1142314,G,40308,G,,1391,41,2010
9076054,G,244712,G,,3497,42,2010
871606,G,25550,G,,403,44,2010
682559,G,30005,G,,1057,45,2010
177411,G,7787,G,,219,46,2010
1744773,G,57016,G,,1190,47,2010
4993674,G,150414,G,,5633,48,2010
900904,H,37300,H,,906,49,2010
391246,G,14217,G,,357,50,2010
2223875,G,70638,G,,2562,51,2010
1303251,G,50771,G,,2418,53,2010
186128,G,7479,G,,282,54,2010
1608203,G,54121,G,,1509,55,2010
54835,G,2063,G,,160,56,2010
750892,G,28452,G,,824,1,2009
78345,H,2926,H,,253,2,2009
1812975,G,49743,G,,1887,4,2009
281185,G,14962,G,,560,5,2009
11782123,G,341474,G,,11640,6,2009
1194658,G,42338,G,,2128,8,2009
2716855,H,64404,G,,1255,9,2009
235326,G,7155,G,,275,10,2009
2141751,G,48409,G,,534,11,2009
4566152,G,138431,G,,5519,12,2009
2658349,G,77208,G,,2618,13,2009
622949,G,19327,G,,525,15,2009
198892,G,9813,G,,401,16,2009
5252726,G,151647,G,,3689,17,2009
1548788,G,59519,G,,1586,18,2009
909756,G,38339,G,,755,19,2009
