ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
258169,H,10562,H,,364,1,2011
36155,H,883,H,,57,2,2011
390564,G,13659,G,,524,4,2011
80134,H,3051,H,,169,5,2011
3425943,G,132048,G,,3582,6,2011
373798,G,13348,G,,480,8,2011
239341,H,8082,H,,254,9,2011
64830,H,2309,H,,63,10,2011
165173,H,4495,H,,92,11,2011
1410502,G,52906,G,,2358,12,2011
674216,G,22483,G,,793,13,2011
161897,H,6665,H,,157,15,2011
28054,H,1135,G,,119,16,2011
1002178,G,35569,G,,939,17,2011
271718,H,10921,G,,445,18,2011
74808,H,3117,H,,154,19,2011
92552,G,3835,G,,172,20,2011
167572,G,6696,H,,347,21,2011
291016,G,11499,G,,415,22,2011
49384,G,1994,G,,80,23,2011
761274,G,24014,G,,613,24,2011
551602,G,18220,G,,516,25,2011
423004,H,16543,H,,640,26,2011
287972,H,9190,H,,295,27,2011
87841,H,4237,G,,200,28,2011
316711,H,12146,H,,409,29,2011
29407,G,975,G,,104,30,2011
67776,H,2743,H,,127,31,2011
286134,H,10077,G,,282,32,2011
57541,H,1590,G,,98,33,2011
688881,H,24197,G,,706,34,2011
102843,G,3583,G,,181,35,2011
2051644,G,73435,G,,2022,36,2011
520328,H,20544,H,,666,37,2011
12119,G,464,G,,48,38,2011
492376,G,19805,G,,749,39,2011
152271,G,5157,G,,303,40,2011
135190,G,5512,G,,298,41,2011
795522,G,28990,G,,787,42,2011
59791,G,2512,G,,107,44,2011
293538,H,10658,G,,325,45,2011
20157,H,782,H,,52,46,2011
596255,G,20711,G,,524,47,2011
1837357,G,65005,G,,1979,48,2011
255671,G,7811,G,,218,49,2011
12558,G,475,G,,38,50,2011
1482866,G,36466,G,,697,51,2011
345933,G,12460,G,,451,53,2011
82227,G,3522,G,,121,54,2011
150307,H,6281,H,,291,55,2011
11522,H,372,H,,44,56,2011
237812,H,9833,G,,347,1,2010
43789,G,1028,H,,55,2,2010
389730,G,13952,G,,513,4,2010
86350,H,3308,H,,175,5,2010
3302098,G,129440,G,,3540,6,2010
369599,G,13591,G,,483,8,2010
226966,H,8005,H,,250,9,2010
77384,H,2751,H,,65,10,2010
184428,H,4872,H,,82,11,2010
1360548,G,53708,G,,2392,12,2010
628128,G,22105,G,,820,13,2010
163548,H,7172,H,,163,15,2010
27258,H,1074,H,,121,16,2010
987594,G,34996,G,,900,17,2010
259810,G,10585,G,,426,18,2010
79038,H,3466,H,,153,19,2010
91183,G,3786,G,,170,20,2010
167595,G,7031,H,,343,21,2010
300126,G,11424,G,,421,22,2010
46199,G,1904,G,,79,23,2010
668806,G,21706,G,,613,24,2010
526186,G,17648,G,,531,25,2010
397614,H,16076,H,,638,26,2010
276348,H,9362,H,,293,27,2010
78999,H,3969,G,,189,28,2010
308669,H,12241,H,,416,29,2010
30248,G,1135,G,,98,30,2010
62564,H,2601,H,,133,31,2010
277016,H,9180,G,,290,32,2010
61238,H,1977,H,,105,33,2010
687558,G,24474,G,,713,34,2010
112908,H,4160,G,,194,35,2010
1928886,G,73795,G,,2014,36,2010
484711,H,19917,H,,653,37,2010
11648,G,495,G,,48,38,2010
463995,G,18997,G,,738,39,2010
141371,H,5133,H,,294,40,2010
130409,G,5424,G,,307,41,2010
745504,H,28083,H,,796,42,2010
60290,G,2508,G,,107,44,2010
277820,H,10248,G,,327,45,2010
23312,H,773,H,,50,46,2010
577053,G,20935,G,,519,47,2010
1586538,G,60916,G,,1977,48,2010
205773,G,6167,G,,231,49,2010
13517,H,487,G,,37,50,2010
1414733,G,34808,G,,713,51,2010
324627,G,11863,G,,440,53,2010
71449,G,3246,G,,128,54,2010
143961,H,6251,H,,279,55,2010
10721,H,363,H,,45,56,2010
231063,H,10281,G,,347,1,2009
92439,H,2379,H,,60,2,2009
384591,G,14643,G,,513,4,2009
87086,G,3313,G,,171,5,2009
3286211,G,131843,G,,3569,6,2009
359840,G,13190,G,,469,8,2009
218124,H,7682,H,,260,9,2009
69954,H,2654,H,,66,10,2009
181758,G,5289,G,,85,11,2009
1371234,H,54845,G,,2363,12,2009
602724,G,22102,G,,820,13,2009
169574,H,7665,H,,167,15,2009
28183,H,1107,H,,124,16,2009
966222,G,35342,G,,897,17,2009
272029,G,12218,G,,430,18,2009
86709,H,3724,H,,177,19,2009
90337,G,3789,G,,200,20,2009
168382,G,6992,H,,351,21,2009
308362,G,12469,G,,413,22,2009
46284,G,1974,G,,73,23,2009
685404,G,23009,G,,610,24,2009
506728,G,17988,G,,516,25,2009
399068,H,16442,H,,628,26,2009
265402,H,9256,G,,302,27,2009
88323,G,4647,G,,203,28,2009
303947,H,12235,G,,490,29,2009
31566,G,1194,G,,97,30,2009
66994,H,2716,H,,144,31,2009
253836,H,10547,G,,294,32,2009
60673,H,2033,H,,105,33,2009
684256,G,26618,G,,731,34,2009
100902,G,4800,H,,197,35,2009
1837896,G,74582,G,,2010,36,2009
451133,H,18420,H,,651,37,2009
12055,G,480,G,,49,38,2009
480121,G,20781,G,,751,39,2009
138185,H,5383,H,,289,40,2009
124614,G,5343,G,,299,41,2009
725251,H,29133,H,,798,42,2009
61209,G,2664,G,,110,44,2009
273703,H,10321,G,,323,45,2009
18916,G,876,H,,50,46,2009
554940,G,20210,G,,531,47,2009
1538705,G,59540,G,,1980,48,2009
119595,H,4189,H,,210,49,2009
16673,H,597,H,,39,50,2009
1272957,G,32651,G,,706,51,2009
332371,G,12405,G,,440,53,2009
68697,G,3371,H,,120,54,2009
140692,H,6397,H,,294,55,2009
10327,H,350,H,,50,56,2009
224776,H,10876,G,,353,1,2008
115662,H,2883,H,,65,2,2008
369974,G,14890,G,,520,4,2008
89705,G,3609,G,,168,5,2008
3432716,G,137496,G,,3549,6,2008
374836,G,14198,G,,494,8,2008
231355,G,8466,G,,263,9,2008
82010,H,3264,H,,66,10,2008
160667,G,4815,G,,88,11,2008
1382509,G,59359,G,,2334,12,2008
619549,G,23467,G,,864,13,2008
178652,H,7871,H,,164,15,2008
30967,H,1345,G,,124,16,2008
975583,G,36388,G,,916,17,2008
285576,H,12442,G,,437,18,2008
79106,H,3345,H,,180,19,2008
98068,G,3788,G,,200,20,2008
172618,G,7230,H,,333,21,2008
323774,G,13796,G,,414,22,2008
49586,G,1952,G,,78,23,2008
742040,G,25507,G,,607,24,2008
540253,G,18400,G,,522,25,2008
428700,G,18153,G,,652,26,2008
261213,H,9811,G,,299,27,2008
91924,G,4916,G,,213,28,2008
320178,H,12958,G,,486,29,2008
31996,G,1362,H,,103,30,2008
70867,H,2963,H,,137,31,2008
287085,G,11016,G,,310,32,2008
49733,G,1825,G,,108,33,2008
735967,G,28128,G,,738,34,2008
105645,G,4970,G,,205,35,2008
1896297,G,75750,G,,2017,36,2008
468504,H,19633,G,,643,37,2008
11771,G,538,G,,51,38,2008
515486,G,23002,G,,759,39,2008
143335,H,5546,H,,298,40,2008
161761,G,5917,G,,304,41,2008
769741,H,30584,G,,783,42,2008
58335,G,2539,G,,114,44,2008
297825,G,11543,G,,319,45,2008
22938,H,981,H,,54,46,2008
555000,G,20939,G,,525,47,2008
1533014,G,60130,G,,1987,48,2008
202626,G,5363,G,,204,49,2008
19895,H,645,G,,34,50,2008
1155800,G,33587,G,,726,51,2008
339709,G,13302,G,,466,53,2008
66328,H,3121,H,,119,54,2008
155582,H,6798,H,,302,55,2008
11711,H,427,H,,51,56,2008
193979,G,9603,G,,334,1,2007
105775,H,2564,H,,60,2,2007
359353,G,15279,G,,534,4,2007
80717,G,3577,G,,173,5,2007
3118233,G,127491,G,,3523,6,2007
373615,G,13114,G,,484,8,2007
234200,H,8353,H,,273,9,2007
65502,H,2102,G,,67,10,2007
164486,G,4950,G,,77,11,2007
1494959,G,56784,G,,2270,12,2007
609532,G,24269,G,,849,13,2007
158610,H,7399,H,,156,15,2007
34643,H,1579,G,,121,16,2007
831583,G,31610,G,,882,17,2007
276085,G,11972,G,,416,18,2007
72403,H,3471,H,,180,19,2007
