ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
447986,G,25168,G,,1990,1,2011
268640,G,9892,G,,482,2,2011
1008182,G,49493,G,,2271,4,2011
504048,G,29896,G,,1752,5,2011
6573051,G,264759,G,,17097,6,2011
826914,G,37752,G,,2700,8,2011
1014120,G,46085,G,,2137,9,2011
186476,G,9132,G,,610,10,2011
508797,G,14037,G,,749,11,2011
2306756,G,109107,G,,7753,12,2011
1249896,G,66808,G,,4300,13,2011
253796,G,11591,G,,658,15,2011
210216,G,13493,G,,1013,16,2011
2553464,G,117903,G,,5838,17,2011
933801,G,50453,G,,3261,18,2011
543623,G,34327,G,,1942,19,2011
496801,G,29444,G,,1821,20,2011
603037,G,33554,G,,2348,21,2011
801238,G,47551,G,,2549,22,2011
369803,G,17538,G,,1302,23,2011
1279691,G,53257,G,,2797,24,2011
2434026,G,109525,G,,4251,25,2011
1314517,G,68835,G,,4374,26,2011
1444618,G,83203,G,,3713,27,2011
312712,G,20257,H,,1440,28,2011
1063133,G,63981,G,,4125,29,2011
180901,G,11882,G,,964,30,2011
306526,G,16960,G,,1335,31,2011
304608,G,15240,G,,812,32,2011
280606,G,14087,G,,945,33,2011
1738214,G,78928,G,,4323,34,2011
472212,G,25795,G,,1160,35,2011
6273348,G,251737,G,,11176,36,2011
1483910,G,76931,G,,5103,37,2011
147548,G,8760,G,,497,38,2011
1971621,G,110591,G,,5634,39,2011
566738,G,32422,G,,2147,40,2011
696138,G,32396,G,,2529,41,2011
3194830,G,165976,G,,7757,42,2011
282728,G,13392,G,,617,44,2011
456095,G,27498,G,,1904,45,2011
113980,G,6776,G,,628,46,2011
824172,G,44116,G,,2864,47,2011
3388201,G,188512,G,,10072,48,2011
223286,G,11628,G,,1000,49,2011
181935,G,7669,G,,651,50,2011
1459253,G,65526,G,,3763,51,2011
1426260,G,63896,G,,4532,53,2011
347271,G,22443,G,,1135,54,2011
1217238,G,66292,G,,3746,55,2011
111140,G,5667,G,,498,56,2011
438584,G,24659,G,,2019,1,2010
240556,G,9298,G,,484,2,2010
972441,G,47155,G,,2280,4,2010
486992,G,29286,G,,1736,5,2010
6438989,G,260437,G,,17061,6,2010
795041,G,36293,G,,2680,8,2010
980545,G,44386,G,,2148,9,2010
181931,G,8919,G,,605,10,2010
546196,G,14408,G,,750,11,2010
2268063,G,107149,G,,7676,12,2010
1208166,G,64732,G,,4395,13,2010
259016,G,12029,G,,657,15,2010
213297,G,12997,G,,1027,16,2010
2426649,G,115373,G,,5723,17,2010
961823,G,51792,G,,3220,18,2010
530313,G,33909,G,,1930,19,2010
501309,G,29790,G,,1844,20,2010
594769,G,32767,G,,2351,21,2010
792684,G,47457,G,,2602,22,2010
366418,G,17637,G,,1335,23,2010
1202765,G,51516,G,,2776,24,2010
2332039,G,104971,G,,4214,25,2010
1281819,G,66393,G,,4430,26,2010
1412339,G,79197,G,,3719,27,2010
350147,G,21214,H,,1458,28,2010
1037620,G,62044,G,,4017,29,2010
183312,G,11900,G,,956,30,2010
298368,G,17070,G,,1323,31,2010
295141,G,14708,G,,814,32,2010
275636,G,13864,G,,953,33,2010
1724678,G,77784,G,,4297,34,2010
471637,G,25317,G,,1151,35,2010
6149009,G,245654,G,,11015,36,2010
1496728,G,79485,G,,5271,37,2010
141921,G,8528,G,,507,38,2010
1917988,G,106320,G,,5510,39,2010
576259,G,32518,G,,2188,40,2010
656196,G,31186,G,,2487,41,2010
3142198,G,156622,G,,7690,42,2010
283578,G,13215,G,,610,44,2010
455145,G,27240,G,,1917,45,2010
115897,G,6952,G,,636,46,2010
800448,G,43188,G,,2906,47,2010
3270639,G,180544,G,,9999,48,2010
216363,G,11493,G,,988,49,2010
174160,G,7540,G,,652,50,2010
1403818,G,64021,G,,3800,51,2010
1409585,G,63675,G,,4508,53,2010
336435,G,21772,G,,1138,54,2010
1192881,G,66038,G,,3807,55,2010
108496,G,5700,G,,504,56,2010
446155,G,25798,G,,2059,1,2009
234983,G,9261,G,,475,2,2009
952556,G,46875,G,,2248,4,2009
442005,G,26061,G,,1689,5,2009
6313454,G,257122,G,,16865,6,2009
793345,G,38410,G,,2648,8,2009
943019,G,43810,G,,2138,9,2009
178693,G,9000,G,,594,10,2009
502854,G,15719,G,,735,11,2009
2183083,G,105188,G,,7609,12,2009
1141794,G,62313,G,,4261,13,2009
260479,G,11383,G,,653,15,2009
192577,G,12143,G,,1033,16,2009
2320199,G,114658,G,,5769,17,2009
923879,G,50398,G,,3140,18,2009
502078,G,31914,G,,1934,19,2009
510054,G,29503,G,,1792,20,2009
565681,G,31876,G,,2302,21,2009
783894,G,47283,G,,2571,22,2009
355452,G,17232,G,,1318,23,2009
1177155,G,51253,G,,2741,24,2009
2158529,G,93855,G,,4207,25,2009
1237636,G,66414,G,,4525,26,2009
1366338,G,75699,G,,3669,27,2009
325583,G,20720,H,,1407,28,2009
991115,G,59720,G,,4234,29,2009
163697,G,10790,G,,959,30,2009
281235,G,16094,G,,1287,31,2009
279550,G,14006,G,,808,32,2009
266841,G,13218,G,,934,33,2009
1688587,G,76280,G,,4286,34,2009
449331,G,24178,G,,1118,35,2009
5922996,G,244966,G,,10713,36,2009
1483319,G,78719,G,,5230,37,2009
127621,G,7969,G,,492,38,2009
1840206,G,106784,G,,5369,39,2009
543502,G,32089,G,,2146,40,2009
576489,G,28767,G,,2230,41,2009
2927331,G,150210,G,,8216,42,2009
252440,G,12005,G,,595,44,2009
435755,G,26958,G,,1951,45,2009
106903,G,6500,G,,637,46,2009
764625,G,41954,G,,2893,47,2009
3067701,G,174563,G,,9743,48,2009
200860,G,11113,G,,943,49,2009
164739,G,7318,G,,662,50,2009
1366259,G,60735,G,,3726,51,2009
1358279,G,63659,G,,4474,53,2009
293160,G,19714,G,,1090,54,2009
1156775,G,63766,G,,3890,55,2009
98447,G,5229,G,,476,56,2009
444709,G,27018,G,,2176,1,2008
201289,G,8070,G,,470,2,2008
884591,G,41888,G,,2235,4,2008
400427,G,25502,G,,1681,5,2008
6149373,G,253261,G,,16541,6,2008
744249,G,37552,G,,2613,8,2008
912017,G,43731,G,,2135,9,2008
178084,G,9095,G,,596,10,2008
471876,G,15024,G,,729,11,2008
2175363,G,108407,G,,7514,12,2008
1127465,G,65579,G,,4261,13,2008
243742,G,11549,G,,622,15,2008
192257,G,12702,G,,1034,16,2008
2364514,G,121265,G,,5716,17,2008
883188,G,48619,G,,3209,18,2008
456252,G,29084,G,,1911,19,2008
