ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
10321,H,284,H,,11,1,2011
12255,G,330,G,,19,4,2011
16509,G,418,G,,9,5,2011
48998,G,1326,G,,91,6,2011
0,D,0,D,E,11,8,2011
17137,G,360,G,,14,9,2011
14246,G,391,G,,30,12,2011
8004,G,196,H,,13,13,2011
0,D,0,D,A,2,16,2011
99573,G,2097,G,,71,17,2011
59943,H,1993,G,,31,18,2011
6448,G,218,G,,10,19,2011
0,D,0,D,B,4,20,2011
25752,H,592,G,,14,21,2011
9593,H,198,G,,17,22,2011
5869,G,195,G,,15,23,2011
22155,H,472,H,,11,24,2011
22222,G,481,G,,28,25,2011
26432,H,606,H,,38,26,2011
51099,G,1048,G,,20,27,2011
0,D,0,D,B,7,28,2011
38232,G,1112,G,,29,29,2011
0,D,0,D,A,1,30,2011
1372,G,40,H,,5,31,2011
0,D,0,D,B,4,32,2011
0,D,0,D,C,5,33,2011
57029,G,1098,G,,41,34,2011
0,D,0,D,B,1,35,2011
22610,G,546,G,,33,36,2011
19089,H,605,H,,25,37,2011
0,D,0,D,A,2,38,2011
59764,G,1598,G,,58,39,2011
14748,H,301,H,,14,40,2011
31313,H,825,H,,15,41,2011
89399,G,2297,G,,60,42,2011
1558,G,58,G,,7,44,2011
0,D,0,D,C,15,45,2011
0,D,0,D,A,2,46,2011
49529,H,1406,H,,28,47,2011
69161,G,1778,H,,76,48,2011
2270,H,0,S,B,7,49,2011
0,D,0,D,A,2,50,2011
839,G,29,G,,4,51,2011
6856,G,154,G,,20,53,2011
0,D,0,D,B,3,54,2011
31227,G,777,G,,28,55,2011
0,D,0,D,B,4,56,2011
10227,G,271,H,,14,1,2010
12742,G,281,G,,20,4,2010
16501,G,439,G,,11,5,2010
56659,G,1496,G,,93,6,2010
0,D,0,D,C,11,8,2010
12647,H,285,H,,14,9,2010
11481,G,290,G,,29,12,2010
8769,G,209,G,,12,13,2010
0,D,0,D,A,2,16,2010
98623,G,2062,G,,74,17,2010
55690,G,1751,G,,35,18,2010
6430,G,247,G,,11,19,2010
0,D,0,D,B,6,20,2010
26637,G,708,G,,14,21,2010
7347,H,144,H,,14,22,2010
5550,G,177,G,,15,23,2010
21531,H,441,H,,12,24,2010
19838,G,441,G,,29,25,2010
24754,H,634,H,,41,26,2010
