ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
250327,G,7119,G,,1413,1,2011
92461,G,1938,G,,417,2,2011
463518,G,13523,G,,2920,4,2011
252389,G,6975,G,,1328,5,2011
2415005,G,70274,G,,14413,6,2011
450207,G,13607,G,,3619,8,2011
368330,G,9934,G,,1499,9,2011
161672,G,3028,G,,395,10,2011
41408,G,835,G,,185,11,2011
1562349,G,42528,G,,10330,12,2011
644735,G,16381,G,,3668,13,2011
90312,G,2893,G,,545,15,2011
128164,G,4582,G,,1000,16,2011
1276697,G,34449,G,,6350,17,2011
537775,G,15711,G,,2399,18,2011
260693,G,7855,G,,1691,19,2011
247451,G,7716,G,,1473,20,2011
349992,G,9790,G,,1603,21,2011
368539,G,10050,G,,1543,22,2011
145940,G,3914,G,,807,23,2011
530546,G,13329,G,,2194,24,2011
607944,G,15640,G,,2517,25,2011
823342,G,23076,G,,4221,26,2011
532259,G,14624,G,,2798,27,2011
179883,G,5025,G,,826,28,2011
518334,G,15430,G,,2725,29,2011
76684,G,2692,G,,703,30,2011
215530,G,5771,G,,1040,31,2011
209818,G,5009,G,,1053,32,2011
115082,G,2939,G,,596,33,2011
886111,G,22504,G,,4239,34,2011
145657,G,4321,G,,902,35,2011
1444776,G,42364,G,,9063,36,2011
745635,G,20135,G,,3473,37,2011
58733,G,1717,G,,378,38,2011
934514,G,28046,G,,4285,39,2011
282726,G,8021,G,,1720,40,2011
365320,G,10523,G,,2389,41,2011
1363815,G,39104,G,,5966,42,2011
115329,G,3037,G,,515,44,2011
281451,G,8068,G,,1597,45,2011
65571,G,2138,G,,481,46,2011
500709,G,12283,G,,2070,47,2011
1903599,G,49877,G,,8508,48,2011
191610,G,6650,G,,1347,49,2011
53364,G,1534,G,,355,50,2011
652568,G,16560,G,,2854,51,2011
687325,G,19535,G,,4107,53,2011
106072,G,3607,G,,597,54,2011
597913,G,18130,G,,2486,55,2011
67942,G,1880,G,,370,56,2011
239394,G,6860,G,,1412,1,2010
82694,G,1808,G,,408,2,2010
447724,G,13195,G,,2882,4,2010
227520,G,6662,G,,1300,5,2010
2335989,G,69123,G,,14266,6,2010
390110,G,12117,G,,3504,8,2010
343422,G,9418,G,,1473,9,2010
105780,G,2608,G,,386,10,2010
39361,G,814,G,,191,11,2010
1484540,G,41029,G,,10248,12,2010
601735,G,15696,G,,3634,13,2010
92509,G,3041,G,,542,15,2010
123715,G,4660,G,,966,16,2010
1318572,G,33075,G,,6207,17,2010
490168,G,14290,G,,2418,18,2010
247410,G,7582,G,,1660,19,2010
231285,G,7445,G,,1430,20,2010
321497,G,9486,G,,1578,21,2010
335689,G,9267,G,,1501,22,2010
135765,G,3787,G,,786,23,2010
494555,G,12712,G,,2133,24,2010
594044,G,15157,G,,2497,25,2010
855212,G,23135,G,,4172,26,2010
479354,G,13912,G,,2731,27,2010
158682,G,4629,G,,800,28,2010
485648,G,14796,G,,2649,29,2010
72840,G,2668,G,,680,30,2010
195600,G,5572,G,,1002,31,2010
197009,G,4903,G,,1027,32,2010
108980,G,2741,G,,580,33,2010
799379,G,21498,G,,4185,34,2010
134633,G,4159,G,,902,35,2010
1369871,G,39153,G,,8893,36,2010
717601,G,19782,G,,3415,37,2010
53394,G,1654,H,,387,38,2010
880825,G,27335,G,,4258,39,2010
260401,G,7817,G,,1671,40,2010
337957,G,10119,G,,2338,41,2010
1244707,G,37217,G,,5916,42,2010
107329,G,2856,G,,497,44,2010
280640,G,8132,G,,1584,45,2010
62239,G,2073,G,,469,46,2010
458410,G,11793,G,,2048,47,2010
1672467,G,46229,G,,8212,48,2010
176475,G,6488,G,,1277,49,2010
