ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
0,D,0,D,G,34,1,2011
10220,H,269,H,,25,2,2011
88846,G,2477,H,,47,4,2011
50820,H,879,G,,34,5,2011
1905002,G,34999,G,,1363,6,2011
202750,G,3663,G,,120,8,2011
30781,H,629,H,,48,9,2011
6991,H,0,S,C,7,10,2011
0,D,0,D,A,1,11,2011
361634,H,7061,G,,144,12,2011
177996,G,3180,G,,78,13,2011
28939,G,771,G,,31,15,2011
14928,H,435,H,,37,16,2011
174378,G,3683,G,,126,17,2011
102114,G,2328,G,,84,18,2011
36663,G,864,G,,46,19,2011
27286,G,686,G,,28,20,2011
200824,G,3966,G,,63,21,2011
51009,H,1189,H,,47,22,2011
0,D,0,D,G,37,23,2011
68902,G,1369,G,,39,24,2011
145273,H,2508,H,,69,25,2011
172208,G,3680,G,,140,26,2011
66847,G,1411,G,,69,27,2011
13810,G,389,G,,20,28,2011
176127,G,3503,G,,99,29,2011
16444,G,548,G,,50,30,2011
21933,H,572,H,,26,31,2011
0,D,0,D,F,30,32,2011
35020,H,598,H,,21,33,2011
133567,G,2602,G,,62,34,2011
9884,H,310,G,,34,35,2011
250211,G,5357,G,,270,36,2011
539303,G,10104,G,,127,37,2011
0,D,0,D,B,9,38,2011
230895,G,4758,G,,120,39,2011
53467,H,1528,H,,43,40,2011
102443,G,3045,G,,239,41,2011
269841,G,5875,G,,170,42,2011
0,D,0,D,E,13,44,2011
0,D,0,D,F,33,45,2011
0,D,0,D,C,11,46,2011
147681,H,2746,H,,70,47,2011
452208,G,8379,G,,256,48,2011
25898,G,744,G,,34,49,2011
16080,G,354,H,,28,50,2011
442135,H,6883,H,,119,51,2011
135112,G,3768,G,,324,53,2011
13973,H,315,H,,16,54,2011
184537,G,3170,G,,106,55,2011
0,D,0,D,C,12,56,2011
0,D,0,D,G,27,1,2010
8824,H,251,H,,20,2,2010
94445,H,2312,H,,43,4,2010
37687,H,639,G,,32,5,2010
1813181,G,34261,G,,1298,6,2010
211382,G,3511,G,,103,8,2010
18533,H,373,H,,38,9,2010
5201,H,0,S,B,9,10,2010
0,D,0,D,A,1,11,2010
333967,H,6101,H,,136,12,2010
165610,G,2954,G,,73,13,2010
33232,G,804,G,,33,15,2010
0,D,0,D,E,26,16,2010
146881,H,3377,H,,115,17,2010
98984,G,1920,G,,72,18,2010
33954,G,780,G,,41,19,2010
23545,G,518,G,,25,20,2010
192443,G,3972,G,,60,21,2010
52113,H,1206,H,,39,22,2010
0,D,0,D,F,30,23,2010
78261,G,1383,G,,32,24,2010
0,D,0,D,G,60,25,2010
188088,G,3893,G,,119,26,2010
69649,G,1403,G,,53,27,2010
13160,G,378,G,,25,28,2010
161963,H,3236,G,,86,29,2010
12314,G,437,G,,39,30,2010
16784,G,372,G,,25,31,2010
23201,H,468,H,,25,32,2010
34336,H,612,H,,16,33,2010
135369,G,2595,G,,57,34,2010
9514,H,276,H,,35,35,2010
243205,G,5237,G,,248,36,2010
488320,G,9170,G,,123,37,2010
0,D,0,D,B,7,38,2010
207002,G,3814,G,,108,39,2010
44875,H,1284,H,,40,40,2010
89717,G,2802,G,,219,41,2010
316534,G,6538,G,,169,42,2010
0,D,0,D,E,13,44,2010
0,D,0,D,F,36,45,2010
0,D,0,D,C,10,46,2010
145348,H,2585,H,,67,47,2010
410327,G,8701,G,,234,48,2010
27058,G,803,G,,36,49,2010
14202,G,378,G,,19,50,2010
459572,H,6617,H,,116,51,2010
124858,G,3512,G,,287,53,2010
13445,H,309,H,,17,54,2010
220398,G,3165,G,,95,55,2010
0,D,0,D,C,9,56,2010
0,D,0,D,G,26,1,2009
7491,H,186,H,,20,2,2009
95446,H,2326,H,,41,4,2009
13058,H,375,H,,29,5,2009
1799606,G,34525,G,,1236,6,2009
448488,H,5521,H,,86,8,2009
16334,H,404,H,,32,9,2009
0,D,0,D,B,4,10,2009
333091,H,7099,H,,104,12,2009
160854,G,3170,G,,67,13,2009
32954,G,829,G,,35,15,2009
10631,H,395,H,,26,16,2009
147901,H,3433,H,,103,17,2009
82452,G,1740,G,,67,18,2009
32776,G,779,G,,34,19,2009
