ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
1760338,G,19592,G,,558,1,2011
710164,G,6661,G,,144,2,2011
3191047,G,41237,G,,856,4,2011
3251546,H,39376,H,,1166,5,2011
31952382,G,271499,G,,4803,6,2011
5178750,G,44857,G,,883,8,2011
4374671,G,35510,G,,676,9,2011
1083782,G,11345,G,,1130,10,2011
860106,G,10115,H,,177,11,2011
10528764,G,134162,G,,2500,12,2011
10951160,G,114589,G,,1576,13,2011
517755,G,8467,G,,234,15,2011
709798,G,8570,G,,231,16,2011
19525288,G,168603,G,,2116,17,2011
4886976,G,51561,G,,840,18,2011
1361295,G,20563,G,,452,19,2011
1677619,H,18666,G,,552,20,2011
2197407,H,27317,G,,620,21,2011
2079780,G,20468,G,,625,22,2011
546957,G,7702,G,,205,23,2011
4444593,G,49238,G,,1080,24,2011
9857958,G,84526,G,,1111,25,2011
10763296,G,113118,G,,1599,26,2011
11438061,G,103082,G,,1097,27,2011
574361,G,8139,G,,323,28,2011
6584279,G,73455,G,,1155,29,2011
189573,G,2787,G,,119,30,2011
1307533,G,15073,G,,334,31,2011
1219208,G,13170,G,,545,32,2011
1479823,H,15080,H,,199,33,2011
15591994,G,127459,G,,1358,34,2011
391875,H,6598,H,,224,35,2011
21983593,G,171457,G,,2722,36,2011
7026163,G,78216,G,,1495,37,2011
230821,G,4387,G,,102,38,2011
12749881,G,143388,G,,2144,39,2011
2850317,G,28757,G,,542,40,2011
3409550,H,37408,G,,625,41,2011
15017419,G,157835,G,,2167,42,2011
925353,H,13328,H,,173,44,2011
1726145,G,21988,G,,601,45,2011
395911,G,5846,G,,148,46,2011
7197996,H,74911,H,,1333,47,2011
32285216,G,272040,G,,4061,48,2011
1474948,G,17940,G,,426,49,2011
201009,H,2807,H,,78,50,2011
5301817,G,56522,G,,1163,51,2011
8645786,H,89996,H,,978,53,2011
344285,G,5127,H,,198,54,2011
5777646,G,66105,G,,969,55,2011
86567,H,1026,G,,84,56,2011
1221336,G,16033,G,,564,1,2010
674798,G,6403,G,,142,2,2010
3304970,G,42895,G,,892,4,2010
3057031,H,36160,H,,1138,5,2010
29932260,G,262493,G,,4951,6,2010
4645047,G,44293,G,,915,8,2010
4502589,G,38495,G,,717,9,2010
1141925,G,13595,G,,1255,10,2010
919101,H,10559,H,,190,11,2010
9917764,G,132954,G,,2574,12,2010
10187539,G,111524,G,,1637,13,2010
377509,G,5500,G,,235,15,2010
691431,G,8711,G,,236,16,2010
17769013,G,162925,G,,2192,17,2010
4744182,G,52120,G,,873,18,2010
1242170,G,17442,G,,473,19,2010
2003048,G,24835,G,,567,20,2010
2039575,H,25386,G,,639,21,2010
1822436,G,18390,G,,612,22,2010
561184,H,8111,G,,206,23,2010
4516706,G,49747,G,,1114,24,2010
9227956,G,84941,G,,1141,25,2010
9807694,G,97073,G,,1483,26,2010
11144011,G,100127,G,,1139,27,2010
529377,G,8054,G,,321,28,2010
6322757,G,70910,G,,1203,29,2010
179177,G,2735,G,,130,30,2010
1176492,G,15464,G,,355,31,2010
1124291,G,12712,G,,577,32,2010
1617251,H,16872,H,,217,33,2010
15306732,G,128542,G,,1416,34,2010
339907,H,6066,H,,199,35,2010
22383012,G,177547,G,,2801,36,2010
6471165,G,73497,G,,1523,37,2010
238392,G,4529,H,,98,38,2010
12324906,G,143743,G,,2262,39,2010
2312852,G,27316,G,,554,40,2010
3456065,H,37247,G,,636,41,2010
13373600,G,141752,G,,2183,42,2010
946364,H,8868,H,,172,44,2010
1875310,G,23840,G,,624,45,2010
478660,G,5378,G,,149,46,2010
6586976,H,71222,H,,1342,47,2010
28811285,G,257114,G,,4182,48,2010
1520859,G,17546,G,,448,49,2010
169021,H,2665,H,,81,50,2010
5182842,G,55387,G,,1192,51,2010
8015311,H,84864,H,,1017,53,2010
310839,G,5202,G,,210,54,2010
5227071,G,62323,G,,1013,55,2010
71912,G,846,H,,83,56,2010
1304741,G,17244,G,,581,1,2009
594817,G,5702,G,,139,2,2009
3259377,G,41639,G,,896,4,2009
3193523,H,36613,H,,1124,5,2009
26759589,G,264877,G,,4972,6,2009
4268175,G,44093,G,,885,8,2009
4498718,G,38788,G,,726,9,2009
1092742,G,14004,G,,1385,10,2009
944302,H,7216,H,,193,11,2009
9373927,G,130523,G,,2596,12,2009
9329577,G,106154,G,,1656,13,2009
387284,G,6019,G,,257,15,2009
585359,G,7752,G,,239,16,2009
17382642,G,174726,G,,2250,17,2009
4352647,G,46811,G,,895,18,2009
1290601,G,19793,G,,475,19,2009
1601158,G,21255,G,,575,20,2009
1958221,H,24939,G,,675,21,2009
1397328,G,17729,G,,588,22,2009
517975,H,7654,G,,213,23,2009
4347591,G,49440,G,,1107,24,2009
8428085,G,83045,G,,1160,25,2009
9672607,G,100522,G,,1519,26,2009
9246827,G,118124,G,,1117,27,2009
498158,G,7591,G,,321,28,2009
5980776,G,73906,G,,1487,29,2009
165125,G,2623,G,,123,30,2009
1077422,G,14222,G,,363,31,2009
1121108,G,12130,G,,611,32,2009
905627,G,9949,G,,213,33,2009
14628985,G,127570,G,,1381,34,2009
338773,H,6187,H,,206,35,2009
20363852,G,172163,G,,2787,36,2009
6443601,G,75895,G,,1573,37,2009
312816,G,9354,H,,99,38,2009
11908328,G,143767,G,,2274,39,2009
2277444,G,28878,G,,576,40,2009
3080092,H,38118,G,,637,41,2009
13762699,G,143068,G,,2197,42,2009
1031201,H,11028,G,,162,44,2009
1767628,G,23945,G,,603,45,2009
311058,G,5367,G,,150,46,2009
6176620,H,71201,H,,1379,47,2009
27078208,G,262792,G,,4162,48,2009
1289407,G,17363,G,,450,49,2009
188785,H,2949,H,,83,50,2009
5140922,G,58205,G,,1194,51,2009
7466613,H,79848,G,,1005,53,2009
317483,G,4586,G,,211,54,2009
5210078,G,64900,G,,1020,55,2009
75397,H,1183,H,,84,56,2009
1299725,G,18132,G,,598,1,2008
587556,G,5732,G,,131,2,2008
4090648,H,50990,G,,849,4,2008
2526556,H,33708,H,,1106,5,2008
