ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
1876,H,50,H,,26,1,2011
48009,H,693,H,,170,2,2011
13729,G,486,G,,37,4,2011
1506,H,65,G,,6,5,2011
81197,G,2888,G,,273,6,2011
17672,G,494,G,,39,8,2011
3292,H,87,H,,18,9,2011
1207,G,15,G,,15,10,2011
11055,H,494,H,,9,11,2011
55366,G,2087,G,,485,12,2011
4186,H,199,H,,27,13,2011
116256,G,3793,G,,176,15,2011
1262,H,46,G,,11,16,2011
33075,G,808,H,,39,17,2011
3005,G,159,G,,14,18,2011
1107,G,35,H,,10,19,2011
0,D,0,D,B,6,20,2011
2996,G,134,G,,11,21,2011
20161,H,552,G,,40,22,2011
6297,G,92,H,,49,23,2011
9308,H,294,H,,36,24,2011
31272,G,717,G,,72,25,2011
3623,H,0,S,B,35,26,2011
4764,G,115,H,,20,27,2011
4335,H,0,S,C,13,28,2011
4680,G,169,G,,21,29,2011
1708,G,0,S,B,11,30,2011
0,D,0,D,C,9,31,2011
36225,G,809,G,,37,32,2011
4798,G,84,G,,21,33,2011
21160,G,442,G,,88,34,2011
2466,G,79,G,,6,35,2011
82589,G,2094,G,,171,36,2011
4744,G,193,H,,80,37,2011
0,D,0,D,A,3,38,2011
4612,G,141,G,,30,39,2011
0,D,0,D,B,3,40,2011
2946,H,0,S,C,31,41,2011
14073,G,512,G,,49,42,2011
6217,G,152,H,,37,44,2011
9286,G,328,G,,64,45,2011
1038,H,0,S,B,7,46,2011
6566,H,232,H,,20,47,2011
23600,G,954,G,,81,48,2011
2535,H,0,S,C,13,49,2011
0,D,0,D,A,4,50,2011
6709,G,223,G,,35,51,2011
27978,H,0,S,F,59,53,2011
0,D,0,D,B,5,54,2011
7530,G,175,G,,41,55,2011
0,D,0,D,B,10,56,2011
1954,G,0,S,B,28,1,2010
46947,H,588,H,,179,2,2010
14034,G,501,G,,41,4,2010
1503,H,66,H,,7,5,2010
74525,G,2903,G,,273,6,2010
15297,G,391,G,,34,8,2010
3232,H,83,H,,20,9,2010
1076,G,22,G,,15,10,2010
11751,H,393,H,,9,11,2010
47076,G,1757,G,,459,12,2010
3928,H,182,G,,28,13,2010
103580,G,3686,G,,174,15,2010
1076,H,38,G,,10,16,2010
31597,H,796,H,,38,17,2010
2477,G,146,H,,12,18,2010
887,H,0,S,B,6,19,2010
0,D,0,D,B,7,20,2010
2983,G,136,G,,13,21,2010
18188,G,436,G,,43,22,2010
5970,G,77,H,,51,23,2010
9062,H,251,G,,41,24,2010
28589,G,650,G,,77,25,2010
4574,H,120,G,,35,26,2010
4479,G,118,G,,17,27,2010
4563,H,0,S,C,15,28,2010
4709,G,177,G,,20,29,2010
1759,G,47,H,,11,30,2010
0,D,0,D,A,4,31,2010
32198,G,766,G,,34,32,2010
4595,G,85,H,,20,33,2010
20632,G,448,G,,96,34,2010
2030,H,55,H,,7,35,2010
71581,H,1694,G,,166,36,2010
5316,G,182,H,,76,37,2010
0,D,0,D,A,3,38,2010
4606,G,160,G,,31,39,2010
491,G,25,G,,4,40,2010
2878,H,128,G,,34,41,2010
15786,G,535,G,,44,42,2010
6200,G,146,G,,36,44,2010
10314,G,415,G,,65,45,2010
1020,H,0,S,A,7,46,2010
5854,H,267,H,,18,47,2010
24720,G,1081,G,,84,48,2010
2522,H,149,H,,11,49,2010
0,D,0,D,A,3,50,2010
5783,G,203,G,,32,51,2010
29542,H,0,S,F,67,53,2010
0,D,0,D,B,5,54,2010
6742,G,157,G,,37,55,2010
760,G,0,S,A,6,56,2010
1800,G,64,G,,29,1,2009
44767,H,591,H,,188,2,2009
14053,G,551,G,,40,4,2009
1592,G,71,G,,8,5,2009
70643,G,2637,G,,270,6,2009
14007,G,424,G,,35,8,2009
2871,H,0,S,B,21,9,2009
1214,G,0,S,B,13,10,2009
11689,G,482,H,,6,11,2009
45237,G,1813,G,,457,12,2009
3547,H,231,H,,25,13,2009
95860,G,3519,G,,177,15,2009
963,H,0,S,B,11,16,2009
28372,G,1022,H,,39,17,2009
0,D,0,D,B,11,18,2009
0,D,0,D,B,5,19,2009
0,D,0,D,B,6,20,2009
0,D,0,D,B,9,21,2009
13324,G,401,G,,37,22,2009
4781,G,0,S,B,51,23,2009
0,D,0,D,E,50,24,2009
23358,G,497,G,,79,25,2009
3934,H,0,S,B,33,26,2009
4638,G,122,G,,17,27,2009
0,D,0,D,E,10,28,2009
4534,G,194,H,,21,29,2009
1687,G,0,S,B,12,30,2009
0,D,0,D,A,4,31,2009
30719,G,718,G,,37,32,2009
4630,G,84,G,,20,33,2009
5257,G,174,H,,95,34,2009
0,D,0,D,B,6,35,2009
75767,H,2368,H,,162,36,2009
4962,G,199,H,,76,37,2009
0,D,0,D,A,3,38,2009
4777,G,0,S,E,31,39,2009
587,G,31,H,,4,40,2009
3396,H,126,G,,33,41,2009
15083,G,619,G,,43,42,2009
6332,G,147,G,,39,44,2009
9410,G,401,G,,66,45,2009
936,H,0,S,A,6,46,2009
6508,H,298,H,,20,47,2009
23816,G,953,G,,82,48,2009
2518,H,145,H,,11,49,2009
0,D,0,D,A,3,50,2009
6374,G,266,G,,38,51,2009
26586,H,618,H,,71,53,2009
0,D,0,D,B,5,54,2009
5206,G,144,G,,34,55,2009
691,G,0,S,A,8,56,2009
1935,G,58,G,,31,1,2008
55683,H,823,H,,191,2,2008
14179,G,558,G,,39,4,2008
1722,H,77,G,,10,5,2008
74619,G,2837,G,,269,6,2008
15886,G,470,G,,34,8,2008
3130,H,0,S,B,18,9,2008
1339,G,0,S,B,14,10,2008
11779,G,538,H,,7,11,2008
49034,G,2007,G,,475,12,2008
4750,H,318,H,,29,13,2008
