ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
30536,H,1107,G,,353,1,2011
16170,G,663,H,,102,2,2011
21589,H,1216,H,,209,4,2011
31104,G,1579,G,,311,5,2011
274311,G,13704,G,,3706,6,2011
111474,G,5373,G,,1217,8,2011
65223,G,2941,G,,746,9,2011
22555,G,1139,G,,238,10,2011
22481,G,648,H,,168,11,2011
132376,G,6360,G,,1346,12,2011
70294,G,3621,G,,847,13,2011
3143,G,164,H,,48,15,2011
0,D,0,D,E,94,16,2011
124849,G,5909,G,,1323,17,2011
67843,G,4267,G,,792,18,2011
7009,G,562,G,,129,19,2011
33452,G,2829,G,,598,20,2011
38648,G,2367,G,,388,21,2011
19658,H,1088,H,,176,22,2011
6217,G,318,G,,44,23,2011
136543,G,5657,G,,1175,24,2011
190418,G,8378,G,,1355,25,2011
83820,G,5318,G,,1448,26,2011
114380,G,6940,G,,944,27,2011
15113,G,939,G,,308,28,2011
26746,G,1662,G,,375,29,2011
6705,G,338,G,,77,30,2011
7647,G,644,G,,134,31,2011
14700,G,661,G,,127,32,2011
0,D,0,D,F,96,33,2011
195927,G,9016,G,,1699,34,2011
14143,G,703,G,,90,35,2011
269258,G,11027,G,,2719,36,2011
56470,G,2762,G,,529,37,2011
12519,G,776,G,,91,38,2011
57732,G,4045,G,,937,39,2011
17503,G,1311,G,,377,40,2011
18563,G,1019,G,,216,41,2011
209948,G,8472,G,,1714,42,2011
28073,G,1381,G,,229,44,2011
24954,G,1287,G,,401,45,2011
12191,G,792,G,,102,46,2011
56194,G,2488,G,,552,47,2011
164741,G,7957,G,,1773,48,2011
0,D,0,D,E,54,49,2011
11091,H,0,S,E,123,50,2011
0,D,0,D,H,454,51,2011
39471,H,1387,G,,376,53,2011
4071,G,241,G,,48,54,2011
29401,G,1924,G,,406,55,2011
11897,G,768,G,,112,56,2011
24822,H,1088,H,,351,1,2010
16427,G,673,G,,105,2,2010
19807,H,1090,G,,198,4,2010
29447,G,1544,G,,308,5,2010
260492,G,13011,G,,3617,6,2010
107375,G,5472,G,,1194,8,2010
62623,G,2835,G,,732,9,2010
21974,G,1109,G,,239,10,2010
21399,G,646,G,,169,11,2010
122473,G,6135,G,,1337,12,2010
69792,G,3564,G,,836,13,2010
3216,G,183,H,,51,15,2010
0,D,0,D,E,85,16,2010
122656,G,5997,G,,1297,17,2010
68925,G,4355,G,,810,18,2010
6802,G,588,G,,132,19,2010
32605,G,2891,G,,621,20,2010
40702,G,2553,G,,399,21,2010
19463,H,1018,G,,171,22,2010
5725,G,309,G,,44,23,2010
134618,G,5799,G,,1162,24,2010
185198,G,8414,G,,1345,25,2010
84630,G,5328,G,,1466,26,2010
112664,G,7236,G,,924,27,2010
14932,G,970,G,,305,28,2010
26198,G,1705,G,,381,29,2010
6455,G,382,G,,79,30,2010
6891,G,603,G,,134,31,2010
12590,G,639,G,,123,32,2010
0,D,0,D,F,96,33,2010
193410,G,8993,G,,1706,34,2010
12511,G,723,H,,88,35,2010
253356,G,10522,G,,2609,36,2010
53768,G,2645,G,,528,37,2010
11648,G,808,G,,93,38,2010
56064,G,4064,G,,940,39,2010
15373,G,1258,G,,350,40,2010
16995,G,977,G,,216,41,2010
206639,G,8648,G,,1720,42,2010
27111,G,1310,G,,223,44,2010
23772,G,1277,G,,385,45,2010
11102,G,792,G,,99,46,2010
53137,G,2461,G,,539,47,2010
153018,G,7842,G,,1719,48,2010
0,D,0,D,E,60,49,2010
10586,H,0,S,E,121,50,2010
0,D,0,D,H,452,51,2010
39060,H,1349,H,,361,53,2010
3902,G,246,H,,47,54,2010
28887,G,2059,G,,411,55,2010
12099,G,768,G,,113,56,2010
21511,H,1071,G,,342,1,2009
17087,H,691,H,,101,2,2009
19687,H,1046,G,,214,4,2009
28684,G,1592,G,,314,5,2009
237862,G,11908,G,,3555,6,2009
104424,G,5379,G,,1165,8,2009
60241,G,2683,G,,695,9,2009
21138,G,1030,G,,244,10,2009
22507,G,665,H,,173,11,2009
121075,G,6284,G,,1343,12,2009
69529,G,3706,G,,840,13,2009
3574,G,0,S,C,54,15,2009
0,D,0,D,E,86,16,2009
120854,G,6095,G,,1294,17,2009
67632,G,4238,G,,797,18,2009
6771,G,547,G,,125,19,2009
31038,G,2802,G,,621,20,2009
39768,G,2399,G,,374,21,2009
21217,H,1134,H,,172,22,2009
5363,G,321,G,,43,23,2009
129138,G,5699,G,,1136,24,2009
183254,G,8613,G,,1353,25,2009
80489,G,5347,G,,1416,26,2009
111634,G,7052,G,,921,27,2009
14001,G,914,G,,292,28,2009
26180,G,1718,G,,377,29,2009
6388,G,364,G,,79,30,2009
6375,G,620,G,,140,31,2009
11068,G,605,G,,110,32,2009
0,D,0,D,F,94,33,2009
188858,G,9098,G,,1698,34,2009
12034,G,731,H,,97,35,2009
241451,G,10285,G,,2473,36,2009
53180,G,2608,G,,510,37,2009
10969,G,766,G,,91,38,2009
55708,G,4054,G,,957,39,2009
14623,G,1231,G,,340,40,2009
16024,G,967,G,,211,41,2009
206393,G,9642,G,,1720,42,2009
26554,G,1361,G,,221,44,2009
23213,G,1281,G,,383,45,2009
10924,G,731,G,,96,46,2009
54974,G,2488,G,,527,47,2009
158730,G,8157,G,,1693,48,2009
0,D,0,D,E,58,49,2009
10300,H,0,S,E,115,50,2009
0,D,0,D,H,451,51,2009
36689,H,1306,H,,350,53,2009
4077,G,274,G,,51,54,2009
28185,G,2051,G,,403,55,2009
11671,G,746,G,,107,56,2009
25778,H,1069,H,,337,1,2008
16587,G,623,G,,97,2,2008
18531,G,1041,G,,223,4,2008
26861,G,1588,G,,301,5,2008
231141,G,11748,G,,3470,6,2008
99994,G,5112,G,,1167,8,2008
58253,G,2653,G,,694,9,2008
22259,G,1109,G,,236,10,2008
22218,G,677,G,,169,11,2008
116315,G,5988,G,,1302,12,2008
68684,G,3750,G,,859,13,2008
3678,G,210,H,,54,15,2008
0,D,0,D,E,87,16,2008
119786,G,6199,G,,1289,17,2008
66415,G,4316,G,,802,18,2008
6302,G,546,G,,125,19,2008
28812,G,2673,G,,615,20,2008
40049,G,2437,G,,380,21,2008
