ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
0,D,0,D,A,2,1,2011
641,G,33,H,,4,4,2011
0,D,0,D,C,3,5,2011
114167,G,1836,G,,56,6,2011
14112,H,349,G,,17,8,2011
0,D,0,D,B,2,9,2011
0,D,0,D,B,3,10,2011
10526,H,426,G,,18,12,2011
0,D,0,D,G,10,13,2011
977,G,65,H,,5,15,2011
0,D,0,D,C,3,16,2011
230980,G,3892,G,,26,17,2011
32779,H,808,H,,9,18,2011
0,D,0,D,E,2,19,2011
0,D,0,D,A,1,20,2011
0,D,0,D,F,6,21,2011
750,H,44,H,,8,22,2011
0,D,0,D,A,1,23,2011
0,D,0,D,C,8,24,2011
7397,H,291,H,,12,25,2011
0,D,0,D,E,13,26,2011
0,D,0,D,F,11,27,2011
0,D,0,D,G,4,29,2011
0,D,0,D,A,2,30,2011
85,G,0,S,A,3,31,2011
0,D,0,D,B,3,32,2011
0,D,0,D,A,1,33,2011
17640,H,274,H,,18,34,2011
0,D,0,D,C,4,35,2011
0,D,0,D,F,21,36,2011
3466,H,0,S,C,12,37,2011
0,D,0,D,B,2,38,2011
0,D,0,D,F,16,39,2011
0,D,0,D,A,1,40,2011
0,D,0,D,C,9,41,2011
84546,H,1831,G,,24,42,2011
0,D,0,D,A,6,45,2011
0,D,0,D,A,2,46,2011
48603,G,1063,G,,11,47,2011
10994,H,446,G,,30,48,2011
13133,G,395,G,,17,49,2011
0,D,0,D,A,2,50,2011
0,D,0,D,B,4,51,2011
0,D,0,D,C,12,53,2011
0,D,0,D,A,1,54,2011
9394,G,287,G,,15,55,2011
0,D,0,D,A,2,1,2010
752,H,33,G,,4,4,2010
0,D,0,D,C,2,5,2010
85473,G,1861,G,,49,6,2010
13530,H,325,G,,12,8,2010
0,D,0,D,B,1,9,2010
0,D,0,D,B,3,10,2010
9853,H,414,H,,19,12,2010
0,D,0,D,G,10,13,2010
836,G,52,H,,4,15,2010
0,D,0,D,C,2,16,2010
177528,H,3168,H,,22,17,2010
34635,H,944,H,,9,18,2010
0,D,0,D,F,2,19,2010
0,D,0,D,A,1,20,2010
0,D,0,D,F,6,21,2010
776,H,0,S,B,7,22,2010
0,D,0,D,A,1,23,2010
0,D,0,D,C,8,24,2010
5638,H,198,H,,11,25,2010
0,D,0,D,E,13,26,2010
0,D,0,D,F,12,27,2010
