ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
64541,H,2929,H,,56,1,2011
0,D,0,D,A,5,2,2011
4817,H,221,H,,32,4,2011
27703,G,1185,G,,26,5,2011
1224118,G,45551,G,,3132,6,2011
14187,H,531,H,,72,8,2011
0,D,0,D,E,21,9,2011
601,G,22,H,,8,10,2011
311,H,0,S,A,4,11,2011
81574,G,3304,G,,246,12,2011
49920,H,2001,H,,87,13,2011
10681,H,449,G,,52,15,2011
2744,H,102,H,,24,16,2011
58768,H,1986,H,,129,17,2011
20523,H,661,H,,38,18,2011
0,D,0,D,F,32,19,2011
0,D,0,D,F,19,20,2011
24833,H,1305,H,,25,21,2011
3810,G,131,H,,29,22,2011
0,D,0,D,E,5,23,2011
14731,G,799,G,,33,24,2011
63245,G,2050,G,,92,25,2011
12635,H,327,G,,71,26,2011
18907,G,995,H,,80,27,2011
25435,H,1157,H,,24,28,2011
40464,H,1895,G,,63,29,2011
0,D,0,D,B,9,30,2011
1884,H,58,G,,9,31,2011
1350,G,45,H,,21,32,2011
4752,H,147,H,,19,33,2011
87111,G,3355,G,,162,34,2011
1631,H,72,G,,17,35,2011
363459,G,13677,G,,1218,36,2011
251144,G,10120,G,,217,37,2011
1186,H,57,H,,6,38,2011
20408,H,635,H,,76,39,2011
5790,H,216,H,,28,40,2011
18384,G,718,G,,55,41,2011
110403,G,4299,G,,209,42,2011
325,G,0,S,A,8,44,2011
21092,G,850,G,,41,45,2011
3683,H,93,H,,6,46,2011
88704,G,3677,G,,92,47,2011
79618,G,3259,G,,262,48,2011
9313,G,436,G,,39,49,2011
6683,H,244,H,,14,50,2011
20373,G,1027,G,,57,51,2011
15128,G,577,G,,92,53,2011
1126,G,51,G,,6,54,2011
24388,H,895,H,,63,55,2011
164,H,11,G,,6,56,2011
86425,H,3576,H,,56,1,2010
0,D,0,D,A,5,2,2010
5875,G,239,H,,36,4,2010
27015,G,1330,G,,23,5,2010
1239474,G,48620,G,,3115,6,2010
13285,H,516,G,,66,8,2010
0,D,0,D,E,20,9,2010
467,G,32,G,,6,10,2010
0,D,0,D,A,2,11,2010
77650,G,3276,G,,227,12,2010
53883,G,2217,G,,87,13,2010
10817,H,458,G,,51,15,2010
4170,H,179,H,,23,16,2010
59457,H,2278,H,,130,17,2010
19612,H,643,H,,41,18,2010
0,D,0,D,F,36,19,2010
