ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
2734,G,70,H,,20,1,2011
0,D,0,D,A,3,2,2011
11396,G,214,G,,56,4,2011
1798,H,0,S,B,15,5,2011
207736,G,2610,G,,183,6,2011
7513,G,171,H,,35,8,2011
36545,G,410,H,,47,9,2011
0,D,0,D,B,6,10,2011
0,D,0,D,B,2,11,2011
155598,H,2685,G,,290,12,2011
128289,H,846,H,,65,13,2011
1820,H,34,H,,7,15,2011
1763,G,0,S,B,15,16,2011
97342,G,1359,G,,153,17,2011
19841,G,378,G,,40,18,2011
3613,H,0,S,B,11,19,2011
19361,H,342,H,,24,20,2011
0,D,0,D,E,16,21,2011
6549,G,145,G,,30,22,2011
3629,G,59,G,,14,23,2011
18298,G,274,G,,34,24,2011
51934,H,840,H,,41,25,2011
18246,G,453,H,,70,26,2011
28097,H,710,H,,67,27,2011
3178,H,0,S,B,10,28,2011
22182,H,0,S,E,39,29,2011
2126,G,0,S,B,6,30,2011
8595,H,178,H,,16,31,2011
4967,H,82,H,,20,32,2011
0,D,0,D,E,9,33,2011
0,D,0,D,G,115,34,2011
530,H,0,S,A,8,35,2011
178325,G,2339,H,,180,36,2011
12298,H,228,G,,46,37,2011
0,D,0,D,A,3,38,2011
39613,H,0,S,F,53,39,2011
9360,H,0,S,E,22,40,2011
4063,G,0,S,B,19,41,2011
51339,H,822,H,,125,42,2011
0,D,0,D,E,8,44,2011
5575,H,78,G,,28,45,2011
0,D,0,D,A,1,46,2011
29545,H,654,H,,34,47,2011
121588,G,2244,G,,124,48,2011
20446,G,529,G,,42,49,2011
0,D,0,D,B,7,50,2011
7397,G,154,G,,44,51,2011
9623,H,148,H,,38,53,2011
0,D,0,D,A,2,54,2011
13252,H,258,H,,27,55,2011
0,D,0,D,A,3,56,2011
2878,H,54,H,,22,1,2010
390,H,8,G,,3,2,2010
13844,G,261,H,,64,4,2010
1823,G,29,H,,16,5,2010
203950,G,2775,G,,203,6,2010
6612,G,136,G,,37,8,2010
32689,G,948,G,,42,9,2010
0,D,0,D,B,7,10,2010
0,D,0,D,B,1,11,2010
125117,H,2067,G,,287,12,2010
80124,H,649,G,,78,13,2010
1908,G,44,H,,9,15,2010
1531,G,0,S,B,15,16,2010
101251,G,1400,G,,175,17,2010
20530,G,410,G,,38,18,2010
4605,H,0,S,C,17,19,2010
19692,H,0,S,E,30,20,2010
5366,H,0,S,C,16,21,2010
6057,G,139,H,,29,22,2010
3822,G,68,G,,14,23,2010
32653,H,505,H,,39,24,2010
57899,H,816,G,,47,25,2010
23381,G,587,G,,81,26,2010
30980,G,755,G,,74,27,2010
3657,H,0,S,B,13,28,2010
21159,H,0,S,E,47,29,2010
2056,G,46,H,,5,30,2010
5575,H,119,H,,16,31,2010
3994,H,92,G,,22,32,2010
0,D,0,D,E,10,33,2010
0,D,0,D,G,125,34,2010
499,H,0,S,A,7,35,2010
172794,G,2279,H,,189,36,2010
13191,H,241,G,,56,37,2010
0,D,0,D,A,2,38,2010
32817,H,742,H,,63,39,2010
0,D,0,D,E,21,40,2010
4601,H,0,S,C,25,41,2010
60930,G,1082,G,,141,42,2010
0,D,0,D,E,9,44,2010
5063,G,82,H,,30,45,2010
0,D,0,D,A,1,46,2010
10954,G,198,G,,36,47,2010
195657,G,3201,G,,151,48,2010
17303,G,405,G,,42,49,2010
0,D,0,D,A,5,50,2010
8527,G,184,H,,47,51,2010
9119,G,147,G,,43,53,2010
223,H,5,G,,3,54,2010
12314,H,234,G,,31,55,2010
653,H,15,G,,4,56,2010
2663,H,0,S,B,20,1,2009
410,H,6,G,,3,2,2009
13873,G,268,H,,55,4,2009
