ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
9218,G,411,G,,67,1,2011
3201,H,59,G,,10,2,2011
16236,G,520,H,,91,4,2011
2456,G,101,H,,35,5,2011
106290,G,3398,G,,682,6,2011
11718,G,430,H,,104,8,2011
11345,G,317,G,,87,9,2011
0,D,0,D,B,13,10,2011
1439,G,0,S,B,10,11,2011
41665,G,1511,G,,366,12,2011
22552,G,696,G,,143,13,2011
2023,G,59,G,,16,15,2011
5108,H,143,G,,19,16,2011
35090,G,1096,G,,267,17,2011
12178,G,454,G,,89,18,2011
15170,H,412,H,,50,19,2011
3985,G,152,G,,38,20,2011
8103,G,283,G,,51,21,2011
12141,G,340,G,,54,22,2011
3881,G,134,G,,31,23,2011
13148,G,357,G,,81,24,2011
22121,G,627,G,,113,25,2011
28959,G,963,G,,190,26,2011
20337,G,616,G,,106,27,2011
2864,G,116,G,,27,28,2011
11248,G,412,H,,96,29,2011
3183,G,129,G,,21,30,2011
5128,G,174,G,,31,31,2011
3611,H,101,H,,23,32,2011
3453,H,0,S,B,22,33,2011
21450,G,573,G,,131,34,2011
2119,G,84,G,,27,35,2011
39408,G,1128,G,,296,36,2011
19181,G,639,G,,135,37,2011
1011,G,0,S,B,9,38,2011
21390,G,750,G,,190,39,2011
8757,G,289,G,,47,40,2011
9411,H,328,H,,72,41,2011
29818,H,962,H,,181,42,2011
3992,G,115,G,,22,44,2011
10694,G,343,G,,72,45,2011
2829,H,110,H,,17,46,2011
9872,G,318,H,,79,47,2011
60177,G,1719,G,,333,48,2011
11326,G,358,G,,33,49,2011
1855,H,70,H,,15,50,2011
22833,G,712,G,,119,51,2011
16538,H,536,H,,92,53,2011
2261,G,82,G,,16,54,2011
24942,G,762,G,,110,55,2011
1566,G,64,G,,15,56,2011
8300,G,340,H,,63,1,2010
0,D,0,D,B,7,2,2010
14090,G,462,G,,103,4,2010
2502,G,110,G,,36,5,2010
104484,G,3499,G,,737,6,2010
12158,G,459,G,,119,8,2010
11381,G,351,G,,90,9,2010
0,D,0,D,B,12,10,2010
1236,G,28,H,,8,11,2010
41586,G,1534,G,,387,12,2010
23299,G,725,G,,156,13,2010
1890,G,55,G,,13,15,2010
5217,H,147,H,,20,16,2010
33522,G,1139,G,,273,17,2010
12711,G,468,G,,93,18,2010
16245,H,426,H,,53,19,2010
4840,G,183,H,,41,20,2010
8837,G,297,G,,57,21,2010
12057,G,356,G,,58,22,2010
4113,G,140,G,,32,23,2010
11830,G,348,G,,83,24,2010
21540,G,657,G,,124,25,2010
27295,G,889,G,,203,26,2010
20951,G,636,G,,106,27,2010
2634,H,0,S,C,29,28,2010
11948,G,419,G,,102,29,2010
2966,G,136,G,,22,30,2010
5083,G,176,G,,37,31,2010
3519,H,106,H,,26,32,2010
3718,H,109,H,,25,33,2010
22626,G,628,H,,134,34,2010
2276,G,95,H,,28,35,2010
35340,G,1161,G,,322,36,2010
19046,G,689,G,,146,37,2010
971,G,0,S,B,8,38,2010
21202,G,762,G,,201,39,2010
8823,G,293,G,,57,40,2010
9593,H,290,H,,75,41,2010
31368,H,1024,H,,196,42,2010
4292,G,117,H,,24,44,2010
8991,H,345,G,,72,45,2010
2170,H,94,H,,16,46,2010
11715,G,392,G,,84,47,2010
63913,H,1913,G,,343,48,2010
10070,G,358,G,,36,49,2010
2123,G,76,G,,20,50,2010
