ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
6145,G,73,G,,16,1,2011
0,D,0,D,A,2,2,2011
24629,G,357,G,,45,4,2011
6721,H,85,G,,14,5,2011
527126,H,4037,G,,261,6,2011
59354,H,1200,H,,75,8,2011
46374,G,390,G,,36,9,2011
4660,H,0,S,C,86,10,2011
0,D,0,D,B,2,11,2011
71770,G,1008,G,,133,12,2011
0,D,0,D,G,77,13,2011
1287,H,0,S,B,5,15,2011
2735,G,0,S,B,12,16,2011
56705,H,653,H,,62,17,2011
21020,H,299,G,,16,18,2011
9789,H,185,H,,14,19,2011
9430,G,127,G,,31,20,2011
7823,G,140,G,,20,21,2011
19050,H,266,H,,41,22,2011
1580,H,0,S,A,3,23,2011
19549,G,298,G,,30,24,2011
0,D,0,D,G,38,25,2011
76428,G,934,G,,70,26,2011
153140,G,1399,G,,54,27,2011
5455,H,0,S,B,16,28,2011
21440,G,257,H,,37,29,2011
3308,H,0,S,B,13,30,2011
18146,G,255,G,,15,31,2011
8032,G,0,S,C,41,32,2011
0,D,0,D,B,7,33,2011
0,D,0,D,G,48,34,2011
3533,H,72,H,,12,35,2011
195051,H,1855,H,,157,36,2011
24509,G,252,G,,37,37,2011
1972,G,28,H,,12,38,2011
46896,G,814,H,,73,39,2011
118543,G,1553,H,,87,40,2011
17585,H,430,H,,31,41,2011
88196,H,1014,H,,57,42,2011
3520,G,0,S,B,7,44,2011
4149,H,170,G,,18,45,2011
1827,G,0,S,B,10,46,2011
10178,G,279,G,,32,47,2011
219557,H,2651,G,,335,48,2011
14599,G,370,H,,26,49,2011
0,D,0,D,A,2,50,2011
93010,G,1442,H,,46,51,2011
9349,G,215,H,,39,53,2011
14833,H,196,H,,15,54,2011
20828,G,343,G,,34,55,2011
1309,G,0,S,B,9,56,2011
5976,G,88,G,,18,1,2010
0,D,0,D,A,2,2,2010
18566,G,296,G,,49,4,2010
4086,H,72,H,,13,5,2010
418101,G,3977,G,,259,6,2010
71455,H,1045,H,,74,8,2010
61837,H,502,G,,39,9,2010
5484,H,0,S,C,90,10,2010
0,D,0,D,B,2,11,2010
65179,G,982,G,,127,12,2010
0,D,0,D,G,75,13,2010
1240,G,0,S,B,5,15,2010
3764,G,57,G,,14,16,2010
53099,H,680,H,,66,17,2010
24009,G,453,G,,16,18,2010
17469,H,200,H,,17,19,2010
9898,G,170,G,,29,20,2010
6243,H,131,H,,20,21,2010
18430,H,296,H,,41,22,2010
1815,H,0,S,A,3,23,2010
18816,G,283,G,,29,24,2010
0,D,0,D,G,38,25,2010
75007,G,895,G,,78,26,2010
144203,G,1553,G,,54,27,2010
4896,H,0,S,B,20,28,2010
21518,G,0,S,E,37,29,2010
2604,H,46,H,,10,30,2010
17873,G,266,G,,17,31,2010
8920,H,127,H,,45,32,2010
0,D,0,D,B,6,33,2010
0,D,0,D,G,53,34,2010
2076,G,56,H,,12,35,2010
174450,G,1807,G,,162,36,2010
13423,G,163,G,,36,37,2010
1916,G,0,S,B,11,38,2010
45789,G,946,H,,72,39,2010
105656,G,1454,H,,92,40,2010
17619,H,0,S,E,31,41,2010
83981,H,918,H,,54,42,2010
8221,G,64,G,,9,44,2010
4262,H,132,H,,16,45,2010
1977,G,0,S,B,10,46,2010
9516,G,268,G,,31,47,2010
183401,G,2237,G,,324,48,2010
16035,G,462,G,,32,49,2010
390,H,3,G,,3,50,2010
72004,G,1712,H,,43,51,2010
9423,G,232,H,,41,53,2010
13694,H,172,H,,15,54,2010
20580,G,330,G,,37,55,2010
1505,G,28,G,,10,56,2010
6019,G,86,G,,18,1,2009
0,D,0,D,B,2,2,2009
15880,G,229,G,,41,4,2009
4063,H,70,H,,11,5,2009
353952,G,4222,G,,275,6,2009
0,D,0,D,G,69,8,2009
72971,H,1039,H,,40,9,2009
4464,G,195,H,,98,10,2009
0,D,0,D,A,1,11,2009
61897,G,923,G,,122,12,2009
0,D,0,D,G,76,13,2009
1248,H,0,S,B,6,15,2009
3232,G,56,H,,14,16,2009
78009,H,1355,H,,64,17,2009
21067,G,427,G,,15,18,2009
17599,H,211,G,,14,19,2009
10505,G,151,G,,29,20,2009
6093,G,131,H,,22,21,2009
19903,H,338,H,,47,22,2009
1941,H,18,G,,3,23,2009
112959,H,1111,H,,35,24,2009
0,D,0,D,G,40,25,2009
73226,G,976,G,,84,26,2009
139552,G,1429,G,,55,27,2009
4332,H,70,H,,23,28,2009
26856,H,280,G,,47,29,2009
2765,H,59,H,,12,30,2009
16835,G,254,G,,12,31,2009
8456,H,126,H,,48,32,2009
0,D,0,D,A,6,33,2009
153734,H,0,S,H,57,34,2009
2719,H,66,H,,15,35,2009
184350,H,2080,H,,150,36,2009
15349,G,188,H,,37,37,2009
952,H,0,S,B,9,38,2009
52952,G,868,H,,70,39,2009
82708,G,1364,G,,97,40,2009
15897,H,348,H,,30,41,2009
51722,G,843,G,,51,42,2009
8818,H,63,G,,9,44,2009
3721,H,98,H,,17,45,2009
2241,G,39,G,,9,46,2009
32724,H,0,S,F,27,47,2009
174487,G,2471,G,,338,48,2009
