ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
1128,G,0,S,A,3,1,2011
0,D,0,D,A,2,4,2011
0,D,0,D,A,1,5,2011
12716,G,302,G,,20,6,2011
286,H,0,S,A,4,8,2011
8266,H,0,S,C,9,9,2011
0,D,0,D,A,2,12,2011
0,D,0,D,F,5,13,2011
0,D,0,D,A,1,15,2011
10504,H,187,G,,13,17,2011
0,D,0,D,B,4,18,2011
0,D,0,D,B,2,19,2011
0,D,0,D,B,1,20,2011
0,D,0,D,C,2,21,2011
0,D,0,D,A,1,23,2011
0,D,0,D,A,2,24,2011
0,D,0,D,C,5,25,2011
8540,G,123,G,,8,26,2011
0,D,0,D,B,2,27,2011
0,D,0,D,B,1,29,2011
0,D,0,D,F,2,33,2011
7504,G,146,H,,11,34,2011
0,D,0,D,A,2,35,2011
13182,G,233,G,,18,36,2011
0,D,0,D,E,4,37,2011
10179,H,202,H,,9,39,2011
0,D,0,D,A,2,41,2011
1292,H,0,S,B,4,42,2011
7664,G,235,G,,8,44,2011
0,D,0,D,A,1,45,2011
0,D,0,D,B,3,47,2011
0,D,0,D,B,8,48,2011
0,D,0,D,B,2,50,2011
0,D,0,D,A,1,51,2011
0,D,0,D,A,3,53,2011
9060,G,208,G,,4,55,2011
946,G,0,S,A,3,1,2010
0,D,0,D,A,2,4,2010
12447,G,334,G,,19,6,2010
303,H,0,S,A,4,8,2010
8059,H,171,H,,8,9,2010
247,H,0,S,A,4,12,2010
0,D,0,D,F,6,13,2010
0,D,0,D,A,1,15,2010
9314,H,171,G,,12,17,2010
0,D,0,D,B,4,18,2010
0,D,0,D,B,2,19,2010
0,D,0,D,B,1,20,2010
0,D,0,D,C,2,21,2010
0,D,0,D,A,1,22,2010
0,D,0,D,A,1,23,2010
0,D,0,D,A,2,24,2010
4686,H,0,S,C,6,25,2010
5947,H,91,H,,6,26,2010
0,D,0,D,B,2,27,2010
0,D,0,D,B,1,29,2010
0,D,0,D,A,1,32,2010
0,D,0,D,C,1,33,2010
7101,G,157,G,,10,34,2010
325,G,0,S,A,3,35,2010
13123,G,204,G,,18,36,2010
0,D,0,D,E,5,37,2010
5301,G,125,G,,7,39,2010
0,D,0,D,A,2,41,2010
1083,H,0,S,B,4,42,2010
7843,G,219,G,,8,44,2010
0,D,0,D,A,1,45,2010
0,D,0,D,B,3,47,2010
1579,H,46,H,,8,48,2010
0,D,0,D,B,2,50,2010
0,D,0,D,A,3,53,2010
9502,G,200,G,,5,55,2010
922,G,0,S,A,3,1,2009
0,D,0,D,B,3,4,2009
11115,G,366,G,,20,6,2009
305,H,0,S,A,4,8,2009
9366,H,256,H,,11,9,2009
0,D,0,D,A,3,12,2009
0,D,0,D,F,6,13,2009
0,D,0,D,C,11,17,2009
0,D,0,D,B,3,18,2009
0,D,0,D,B,2,19,2009
0,D,0,D,B,1,20,2009
0,D,0,D,C,1,21,2009
0,D,0,D,A,1,22,2009
0,D,0,D,A,1,23,2009
0,D,0,D,A,2,24,2009
1642,G,0,S,B,5,25,2009
0,D,0,D,B,7,26,2009
0,D,0,D,B,3,27,2009
0,D,0,D,A,1,29,2009
0,D,0,D,A,1,32,2009
7759,G,183,G,,11,34,2009
422,G,0,S,A,3,35,2009
11716,G,213,G,,19,36,2009
