ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
149086,G,7252,G,,290,1,2011
59587,H,2030,H,,115,2,2011
274309,G,12218,G,,580,4,2011
100822,G,4632,G,,130,5,2011
946531,G,38039,G,,2776,6,2011
152533,G,6178,G,,248,8,2011
341819,G,12732,G,,602,9,2011
54783,G,2086,G,,123,10,2011
80507,G,2611,G,,76,11,2011
573420,G,22657,G,,839,12,2011
128700,G,5785,G,,368,13,2011
35698,G,1277,G,,52,15,2011
50586,G,2006,G,,96,16,2011
567294,G,25154,G,,1291,17,2011
275798,G,13720,G,,910,18,2011
260833,G,12392,G,,542,19,2011
133557,G,7018,G,,392,20,2011
175663,G,7427,G,,494,21,2011
160329,G,9009,G,,453,22,2011
190100,G,8005,G,,608,23,2011
339950,G,13983,G,,801,24,2011
680660,G,26005,G,,1588,25,2011
486574,G,25055,G,,1813,26,2011
689056,G,33959,G,,1811,27,2011
39518,H,0,S,G,44,28,2011
224418,G,10959,G,,571,29,2011
58022,G,2986,G,,126,30,2011
99824,H,4528,H,,117,31,2011
43268,G,1810,G,,108,32,2011
73797,H,2949,G,,69,33,2011
492272,G,18888,G,,961,34,2011
88823,G,4049,G,,155,35,2011
2009841,G,71412,G,,3665,36,2011
373470,H,18365,H,,1152,37,2011
83968,G,3190,H,,89,38,2011
614986,G,27881,G,,1454,39,2011
138950,G,7992,G,,565,40,2011
241055,G,10580,G,,820,41,2011
1376750,G,50504,G,,2245,42,2011
104497,G,4929,G,,286,44,2011
116747,H,5780,H,,345,45,2011
57159,G,3295,G,,86,46,2011
325513,H,15446,H,,477,47,2011
494522,G,23634,G,,1381,48,2011
145579,G,7291,G,,166,49,2011
32076,G,1151,G,,55,50,2011
258985,H,9518,H,,485,51,2011
226125,G,10726,H,,373,53,2011
83781,H,4211,H,,377,54,2011
289025,G,14684,G,,995,55,2011
43436,G,1875,G,,37,56,2011
147889,G,7120,G,,354,1,2010
45199,H,1724,H,,104,2,2010
274688,G,12569,G,,593,4,2010
98500,G,4454,G,,127,5,2010
890492,G,37511,G,,2726,6,2010
148138,G,6031,G,,251,8,2010
325688,G,12440,G,,598,9,2010
51805,G,2080,G,,125,10,2010
92215,G,3050,G,,76,11,2010
546473,G,21783,G,,802,12,2010
125845,G,5871,G,,358,13,2010
33845,G,1111,G,,47,15,2010
59128,G,2828,G,,100,16,2010
560391,G,25823,G,,1277,17,2010
309979,G,14970,G,,1012,18,2010
257449,G,12627,G,,542,19,2010
128908,G,6737,G,,392,20,2010
170365,G,6999,G,,489,21,2010
163175,G,8796,G,,449,22,2010
187769,G,8005,G,,621,23,2010
341488,G,14088,G,,801,24,2010
654836,G,26216,G,,1615,25,2010
461857,G,24197,G,,1799,26,2010
669796,G,33617,G,,1813,27,2010
0,D,0,D,G,38,28,2010
219616,G,10808,G,,576,29,2010
57308,H,2908,G,,124,30,2010
97398,H,4642,H,,117,31,2010
41418,G,1918,G,,103,32,2010
65337,H,2711,G,,69,33,2010
498244,G,18886,G,,1016,34,2010
88194,G,4109,G,,147,35,2010
1995176,G,70493,G,,3653,36,2010
393235,H,19916,H,,1208,37,2010
74594,G,3057,H,,87,38,2010
593745,G,27800,G,,1478,39,2010
139080,G,7807,G,,583,40,2010
231973,G,10669,G,,755,41,2010
1351871,G,51248,G,,2283,42,2010
101663,G,4680,G,,280,44,2010
121814,H,6578,H,,347,45,2010
57509,G,3025,H,,80,46,2010
311506,H,14524,H,,469,47,2010
478269,G,23327,G,,1351,48,2010
140447,G,7152,G,,166,49,2010
33575,G,1171,H,,56,50,2010
234710,H,9056,H,,468,51,2010
234002,G,10932,H,,367,53,2010
82334,H,4163,H,,377,54,2010
290994,G,14736,G,,1013,55,2010
40324,G,1985,G,,39,56,2010
146255,G,7264,G,,390,1,2009
37943,H,1152,H,,90,2,2009
275024,G,12779,G,,538,4,2009
90484,G,4103,G,,125,5,2009
887663,G,37899,G,,2701,6,2009
148054,G,6733,G,,251,8,2009
307565,G,11855,G,,552,9,2009
49194,G,2003,G,,117,10,2009
73776,G,2657,G,,73,11,2009
523389,G,21226,G,,778,12,2009
123363,G,5906,G,,362,13,2009
34579,G,1173,G,,43,15,2009
58846,G,2848,G,,92,16,2009
558433,G,25287,G,,1221,17,2009
306173,G,17263,H,,1031,18,2009
246918,G,12445,G,,534,19,2009
124916,G,7230,G,,377,20,2009
152131,G,7250,G,,386,21,2009
154159,G,8927,G,,414,22,2009
188576,G,9074,G,,597,23,2009
355212,G,14530,G,,762,24,2009
614817,G,24441,G,,1491,25,2009
448892,G,23781,G,,1806,26,2009
673098,G,33490,G,,1804,27,2009
0,D,0,D,G,39,28,2009
212669,G,10658,G,,541,29,2009
47826,H,2518,G,,115,30,2009
90411,H,4983,H,,120,31,2009
39309,G,1636,G,,99,32,2009
68339,G,2613,G,,73,33,2009
