ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
143624,H,2241,H,,101,1,2011
26503,H,369,H,,18,2,2011
173470,G,2276,G,,109,4,2011
0,D,0,D,G,63,5,2011
282242,G,4655,G,,379,6,2011
78546,G,1109,G,,98,8,2011
27120,G,447,G,,38,9,2011
8163,G,146,G,,14,10,2011
240560,H,4272,H,,311,12,2011
162806,H,2660,H,,173,13,2011
10870,H,0,S,C,18,15,2011
41156,H,0,S,F,46,16,2011
198099,G,3134,G,,183,17,2011
93974,H,1433,H,,102,18,2011
90679,H,1594,H,,90,19,2011
52327,H,911,H,,56,20,2011
163336,H,2592,H,,129,21,2011
106979,H,1620,H,,92,22,2011
27112,H,440,H,,33,23,2011
87440,G,1428,G,,84,24,2011
67440,H,923,G,,65,25,2011
65449,H,1035,H,,91,26,2011
149030,G,2136,G,,115,27,2011
48909,H,862,H,,62,28,2011
116233,G,1849,G,,106,29,2011
41906,H,670,H,,44,30,2011
53333,H,0,S,G,41,31,2011
97941,H,1271,H,,65,32,2011
20205,H,336,H,,29,33,2011
112342,G,1670,G,,83,34,2011
16830,G,362,G,,32,35,2011
124248,G,2013,G,,149,36,2011
178986,H,2710,H,,146,37,2011
39620,H,491,H,,22,38,2011
171711,G,2815,G,,185,39,2011
69760,G,1140,G,,66,40,2011
69494,H,1155,H,,92,41,2011
337502,G,5274,G,,226,42,2011
5705,G,104,G,,13,44,2011
54552,H,994,H,,77,45,2011
15549,H,247,H,,18,46,2011
124126,H,2133,H,,117,47,2011
478234,G,6969,G,,410,48,2011
119651,G,1624,G,,79,49,2011
7729,G,131,G,,14,50,2011
136216,H,2304,H,,154,51,2011
74031,G,1271,G,,122,53,2011
101014,G,1635,G,,91,54,2011
119578,G,1819,G,,110,55,2011
72369,H,955,H,,34,56,2011
126779,H,2202,H,,101,1,2010
25536,H,0,S,E,20,2,2010
160237,G,2318,G,,104,4,2010
54178,H,1032,H,,65,5,2010
278487,G,4751,G,,384,6,2010
74756,G,1215,G,,103,8,2010
26138,G,466,G,,42,9,2010
7610,G,150,G,,12,10,2010
0,D,0,D,A,1,11,2010
231407,G,4367,G,,306,12,2010
148219,H,2600,H,,172,13,2010
10396,H,0,S,C,18,15,2010
41389,H,0,S,F,46,16,2010
198085,G,3125,G,,173,17,2010
86768,H,1878,H,,100,18,2010
81780,H,1506,H,,95,19,2010
48494,H,938,H,,57,20,2010
144852,H,2568,H,,133,21,2010
103443,H,1606,H,,87,22,2010
28211,H,467,H,,31,23,2010
81744,G,1376,G,,82,24,2010
61667,H,901,G,,60,25,2010
62744,H,1060,H,,94,26,2010
134634,G,2053,G,,120,27,2010
39945,G,864,G,,63,28,2010
101617,G,1827,G,,106,29,2010
37885,H,0,S,F,44,30,2010
41062,H,0,S,F,45,31,2010
87712,H,1282,H,,68,32,2010
19714,H,343,H,,30,33,2010
106361,G,1634,G,,88,34,2010
15251,H,284,H,,31,35,2010
117345,G,2035,G,,145,36,2010
178445,H,2834,H,,140,37,2010
29538,H,445,H,,21,38,2010
159927,G,2776,G,,185,39,2010
60801,G,1039,G,,65,40,2010
82298,G,1225,H,,93,41,2010
292020,G,5056,G,,229,42,2010
5183,G,104,G,,14,44,2010
51019,H,1024,H,,74,45,2010
13427,H,241,H,,17,46,2010
113585,H,2093,H,,120,47,2010
425052,G,6757,G,,414,48,2010
110781,G,1619,G,,82,49,2010
7551,G,141,G,,14,50,2010
128642,H,2363,G,,160,51,2010
75522,G,1311,G,,116,53,2010
87489,G,1510,G,,85,54,2010
107378,G,1764,G,,108,55,2010
70871,H,1039,H,,32,56,2010
133406,H,2531,H,,103,1,2009
0,D,0,D,E,20,2,2009
156924,G,2893,G,,133,4,2009
54686,H,0,S,G,62,5,2009
298810,G,5657,G,,401,6,2009
77404,G,1344,G,,103,8,2009
28130,G,519,G,,42,9,2009
6725,G,161,G,,13,10,2009
0,D,0,D,A,1,11,2009
273692,G,5454,G,,349,12,2009
157157,H,3187,H,,180,13,2009
11425,H,0,S,C,18,15,2009
37142,H,805,H,,46,16,2009
191463,G,3532,G,,180,17,2009
85892,H,1628,H,,101,18,2009
82594,H,1614,H,,91,19,2009
57721,H,1160,H,,62,20,2009
155821,H,2874,H,,135,21,2009
107546,H,2042,H,,95,22,2009
26107,H,492,H,,32,23,2009
84137,G,1583,G,,79,24,2009
66378,G,1074,G,,64,25,2009
67647,H,1295,H,,102,26,2009
136942,G,2419,G,,118,27,2009
47510,H,977,G,,64,28,2009
110376,G,2040,G,,119,29,2009
38325,H,0,S,F,44,30,2009
42984,H,0,S,F,45,31,2009
101407,H,1608,H,,71,32,2009
20439,H,383,H,,30,33,2009
109275,G,1895,G,,93,34,2009
14981,H,321,H,,32,35,2009
128084,G,2238,G,,157,36,2009
180980,H,3055,H,,149,37,2009
26641,H,429,H,,23,38,2009
163824,G,3179,G,,202,39,2009
70048,G,1342,G,,63,40,2009
91852,G,1376,H,,97,41,2009
286601,H,5181,G,,236,42,2009
4823,G,93,H,,14,44,2009
52857,H,1291,H,,83,45,2009
14470,H,268,H,,19,46,2009
114932,H,2316,G,,124,47,2009
471591,G,8212,G,,420,48,2009
118313,G,1877,G,,85,49,2009
7279,G,141,G,,14,50,2009
123672,G,2459,G,,164,51,2009
78258,G,1453,G,,123,53,2009
91210,G,1688,G,,89,54,2009
109292,G,2007,G,,111,55,2009
77691,H,1140,H,,30,56,2009
154723,H,2718,H,,104,1,2008
26864,H,390,H,,20,2,2008
247891,G,3974,G,,139,4,2008
62440,H,1177,H,,63,5,2008
404611,H,7233,G,,416,6,2008
105107,G,1626,G,,111,8,2008
34482,G,591,G,,44,9,2008
8785,G,176,G,,14,10,2008
355602,G,6518,G,,361,12,2008
225486,H,4157,H,,194,13,2008
0,D,0,D,E,20,15,2008
50082,H,0,S,F,44,16,2008
212716,G,3683,G,,190,17,2008
97469,H,1629,H,,104,18,2008
94260,H,1699,H,,91,19,2008
65672,G,1270,H,,59,20,2008
179306,H,3328,H,,137,21,2008
132231,H,2219,H,,100,22,2008
22630,H,461,H,,30,23,2008
100381,G,1831,G,,87,24,2008
77584,G,1278,G,,79,25,2008
78301,H,1403,H,,102,26,2008
162516,G,2688,G,,119,27,2008
59787,G,1126,G,,66,28,2008
125017,G,2040,G,,120,29,2008
40299,H,0,S,F,45,30,2008
53610,H,943,H,,43,31,2008
121345,H,1812,H,,74,32,2008
24049,H,461,H,,30,33,2008
131985,G,2146,G,,101,34,2008
18659,H,360,H,,32,35,2008
138205,G,2355,G,,161,36,2008
208832,H,3524,G,,152,37,2008
28130,H,473,H,,24,38,2008
200337,G,3637,G,,195,39,2008
81093,G,1327,G,,60,40,2008
117241,G,1665,G,,97,41,2008
306351,H,5347,H,,242,42,2008
5347,G,105,G,,12,44,2008
70545,H,1606,H,,87,45,2008
14970,H,277,H,,19,46,2008
141513,H,2580,G,,127,47,2008
575755,G,9071,G,,436,48,2008
137202,G,2136,G,,85,49,2008
