ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
0,D,0,D,A,1,1,2011
0,D,0,D,E,9,6,2011
0,D,0,D,A,2,9,2011
0,D,0,D,A,1,12,2011
3123,H,80,H,,3,13,2011
0,D,0,D,B,1,19,2011
0,D,0,D,A,1,20,2011
0,D,0,D,F,1,21,2011
0,D,0,D,B,3,25,2011
0,D,0,D,B,2,27,2011
0,D,0,D,C,3,34,2011
7916,G,287,H,,12,36,2011
48398,H,1115,G,,15,37,2011
0,D,0,D,A,2,39,2011
7754,G,212,H,,4,42,2011
0,D,0,D,B,1,44,2011
0,D,0,D,C,3,45,2011
0,D,0,D,C,4,47,2011
0,D,0,D,A,1,48,2011
0,D,0,D,C,3,55,2011
4244,H,159,H,,13,6,2010
0,D,0,D,A,2,9,2010
0,D,0,D,A,1,12,2010
2419,G,83,H,,3,13,2010
0,D,0,D,A,1,18,2010
0,D,0,D,B,1,19,2010
0,D,0,D,A,1,20,2010
0,D,0,D,F,1,21,2010
3580,H,92,H,,6,25,2010
0,D,0,D,B,2,27,2010
0,D,0,D,B,3,34,2010
8598,H,294,H,,12,36,2010
44316,H,1019,G,,16,37,2010
0,D,0,D,A,1,39,2010
7980,G,228,G,,4,42,2010
0,D,0,D,B,1,44,2010
0,D,0,D,C,3,45,2010
0,D,0,D,C,4,47,2010
0,D,0,D,A,1,48,2010
0,D,0,D,C,3,55,2010
0,D,0,D,A,1,2,2009
4762,G,173,G,,11,6,2009
0,D,0,D,A,2,9,2009
0,D,0,D,A,1,12,2009
2409,G,69,G,,3,13,2009
0,D,0,D,B,1,19,2009
0,D,0,D,A,1,20,2009
0,D,0,D,F,1,21,2009
2904,H,0,S,B,4,25,2009
0,D,0,D,B,2,27,2009
397,H,16,G,,3,34,2009
8081,H,272,G,,14,36,2009
25955,G,1140,G,,19,37,2009
0,D,0,D,A,1,39,2009
0,D,0,D,B,3,42,2009
0,D,0,D,B,1,44,2009
0,D,0,D,C,3,45,2009
0,D,0,D,C,4,47,2009
0,D,0,D,A,1,48,2009
0,D,0,D,C,3,55,2009
0,D,0,D,B,2,1,2008
5586,G,297,G,,14,6,2008
0,D,0,D,A,2,9,2008
0,D,0,D,A,1,12,2008
3403,G,114,H,,3,13,2008
0,D,0,D,B,1,19,2008
0,D,0,D,A,1,20,2008
0,D,0,D,F,1,21,2008
0,D,0,D,B,3,25,2008
0,D,0,D,B,2,27,2008
0,D,0,D,B,5,34,2008
9728,G,314,H,,18,36,2008
39593,H,1665,H,,24,37,2008
0,D,0,D,A,1,39,2008
0,D,0,D,C,4,42,2008
0,D,0,D,B,1,44,2008
0,D,0,D,C,3,45,2008
0,D,0,D,C,4,47,2008
0,D,0,D,E,3,55,2008
0,D,0,D,A,1,1,2007
6144,G,246,G,,15,6,2007
0,D,0,D,A,1,9,2007
0,D,0,D,A,1,12,2007
3968,G,130,H,,4,13,2007
0,D,0,D,A,1,18,2007
0,D,0,D,B,1,19,2007
0,D,0,D,A,1,20,2007
0,D,0,D,F,2,21,2007
2823,H,71,H,,4,25,2007
0,D,0,D,B,2,27,2007
0,D,0,D,E,4,34,2007
0,D,0,D,E,13,36,2007
84544,H,3216,H,,30,37,2007
0,D,0,D,C,4,42,2007
0,D,0,D,B,1,44,2007
0,D,0,D,C,5,45,2007
0,D,0,D,C,4,47,2007
0,D,0,D,A,1,48,2007
0,D,0,D,C,2,51,2007
0,D,0,D,E,4,55,2007
0,-,0,-,E,3,1,2006
15217,-,920,-,,20,6,2006
0,-,0,-,A,2,9,2006
0,-,0,-,A,1,12,2006
0,-,0,-,G,4,13,2006
0,-,0,-,A,1,18,2006
0,-,0,-,B,1,19,2006
0,-,0,-,A,1,20,2006
0,-,0,-,F,2,21,2006
0,-,0,-,A,1,24,2006
3844,-,123,-,,3,25,2006
0,-,0,-,A,1,26,2006
0,-,0,-,B,2,27,2006
7250,-,279,-,,8,34,2006
0,-,0,-,E,19,36,2006
104562,-,3394,-,,31,37,2006
10746,-,240,-,,5,42,2006
0,-,0,-,B,2,44,2006
0,-,0,-,E,8,45,2006
0,-,0,-,C,2,47,2006
0,-,0,-,A,1,48,2006
0,-,0,-,E,2,51,2006
10888,-,297,-,,4,55,2006
0,-,0,-,F,4,1,2005
22701,-,977,-,,26,6,2005
0,-,0,-,A,2,9,2005
0,-,0,-,A,1,12,2005
0,-,0,-,G,4,13,2005
0,-,0,-,A,1,18,2005
0,-,0,-,B,1,19,2005
0,-,0,-,A,1,20,2005
0,-,0,-,F,2,21,2005
0,-,0,-,C,3,25,2005
0,-,0,-,B,2,27,2005
7745,-,326,-,,11,34,2005
7789,-,283,-,,18,36,2005
117727,-,4071,-,,39,37,2005
7518,-,168,-,,5,42,2005
0,-,0,-,B,2,44,2005
0,-,0,-,F,10,45,2005
0,-,0,-,E,3,47,2005
0,-,0,-,A,1,48,2005
0,-,0,-,F,2,51,2005
0,-,0,-,E,5,55,2005
0,-,0,-,F,4,1,2004
