ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
6118,G,180,H,,41,1,2011
17803,G,212,G,,120,2,2011
10502,G,477,H,,47,4,2011
6581,H,244,H,,50,5,2011
50794,G,1673,G,,194,6,2011
31982,G,881,G,,111,8,2011
15417,G,333,G,,22,9,2011
0,D,0,D,A,2,10,2011
0,D,0,D,A,1,11,2011
11747,G,464,G,,88,12,2011
13443,G,366,H,,52,13,2011
214,H,0,S,A,4,15,2011
4023,G,159,G,,32,16,2011
8376,H,0,S,E,64,17,2011
8184,H,285,H,,54,18,2011
4191,H,176,H,,27,19,2011
1731,G,71,H,,15,20,2011
4179,H,159,G,,25,21,2011
1738,G,81,H,,19,22,2011
35939,G,491,H,,115,23,2011
12518,G,368,G,,39,24,2011
35794,H,857,H,,63,25,2011
27806,H,1206,H,,109,26,2011
16558,G,523,H,,94,27,2011
2724,H,97,H,,21,28,2011
15237,G,539,H,,62,29,2011
13491,G,307,G,,69,30,2011
2220,H,87,G,,19,31,2011
607,G,14,G,,8,32,2011
21929,G,288,G,,70,33,2011
14344,G,381,H,,50,34,2011
0,D,0,D,C,24,35,2011
66750,G,1454,G,,210,36,2011
32332,G,1042,G,,82,37,2011
710,H,22,H,,7,38,2011
10599,G,321,H,,67,39,2011
2802,H,0,S,C,15,40,2011
7010,G,213,G,,48,41,2011
42926,G,1051,H,,165,42,2011
358,H,10,G,,4,44,2011
2003,H,144,H,,22,45,2011
5193,H,91,H,,35,46,2011
7801,G,336,H,,64,47,2011
38308,G,1386,G,,159,48,2011
2614,G,92,H,,18,49,2011
10954,H,165,G,,33,50,2011
9705,G,370,G,,54,51,2011
13287,G,488,H,,69,53,2011
7971,H,142,H,,28,54,2011
26838,G,915,G,,98,55,2011
10279,G,203,G,,51,56,2011
6041,H,217,H,,46,1,2010
16415,G,249,H,,120,2,2010
10374,G,511,G,,44,4,2010
6608,G,246,G,,51,5,2010
50554,G,2064,G,,200,6,2010
30380,G,872,G,,109,8,2010
14711,G,339,H,,23,9,2010
0,D,0,D,A,2,10,2010
0,D,0,D,A,1,11,2010
11212,G,498,G,,92,12,2010
13125,G,416,H,,50,13,2010
161,H,0,S,A,4,15,2010
3989,G,174,H,,34,16,2010
7822,G,335,H,,65,17,2010
7492,H,0,S,E,44,18,2010
4244,H,0,S,C,28,19,2010
1643,G,0,S,B,15,20,2010
4101,H,201,H,,26,21,2010
1745,G,0,S,B,20,22,2010
34417,G,433,G,,116,23,2010
11334,G,336,G,,40,24,2010
34702,G,786,H,,66,25,2010
27391,H,1033,H,,110,26,2010
15825,G,588,H,,96,27,2010
2663,H,0,S,C,23,28,2010
14290,G,536,G,,62,29,2010
12858,G,303,H,,68,30,2010
1798,G,70,H,,20,31,2010
628,G,21,G,,8,32,2010
21029,G,290,H,,70,33,2010
13545,G,375,H,,50,34,2010
0,D,0,D,C,22,35,2010
62332,G,1309,G,,214,36,2010
31587,G,925,G,,75,37,2010
691,H,27,H,,7,38,2010
9419,G,302,G,,68,39,2010
