ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
310265,G,5639,G,,1012,1,2011
115250,H,1751,H,,308,2,2011
925504,G,15827,G,,3159,4,2011
198288,G,3831,H,,880,5,2011
8344244,G,114175,G,,23046,6,2011
1533615,G,21449,G,,4618,8,2011
999448,G,9847,G,,1422,9,2011
181595,G,2787,H,,484,10,2011
2190869,G,20349,G,,1142,11,2011
3182822,G,49934,G,,14806,12,2011
2703603,G,34312,G,,5072,13,2011
146250,G,3085,H,,396,15,2011
101691,G,2107,G,,654,16,2011
4928867,G,51778,G,,7251,17,2011
703846,G,11148,G,,1991,18,2011
293506,G,5017,G,,817,19,2011
449063,G,7801,G,,1168,20,2011
407355,G,7330,G,,1080,21,2011
447585,G,7888,G,,1727,22,2011
118546,G,2186,H,,532,23,2011
2607013,G,34603,G,,3545,24,2011
3271806,G,32455,G,,3449,25,2011
1708635,G,25065,G,,3134,26,2011
1220676,G,16131,G,,2989,27,2011
114502,G,2130,G,,500,28,2011
1001855,G,17295,G,,1690,29,2011
82378,G,1780,G,,585,30,2011
248661,H,4653,H,,662,31,2011
342027,G,5970,G,,1848,32,2011
208570,G,3273,G,,581,33,2011
2865794,G,36782,H,,5194,34,2011
201163,G,3444,G,,683,35,2011
5771025,G,56149,G,,10009,36,2011
1497350,G,21572,G,,4250,37,2011
46823,G,885,G,,256,38,2011
1552647,G,24549,G,,3669,39,2011
344379,G,6090,H,,1320,40,2011
518326,G,8522,H,,1954,41,2011
2861960,G,36881,G,,4830,42,2011
117300,G,2188,G,,399,44,2011
485241,G,9409,G,,1430,45,2011
32857,G,765,G,,233,46,2011
708858,G,11263,G,,1506,47,2011
5747610,G,79787,G,,10824,48,2011
470179,G,10169,G,,2037,49,2011
109301,G,1696,G,,326,50,2011
7285349,G,74306,G,,5410,51,2011
1522104,G,18387,G,,3425,53,2011
124718,G,2437,G,,295,54,2011
643207,G,11403,G,,1637,55,2011
75471,G,1289,G,,483,56,2011
316269,G,5814,G,,972,1,2010
106598,G,1813,H,,334,2,2010
779976,G,12875,G,,3210,4,2010
185143,G,3287,G,,848,5,2010
7828000,G,109139,G,,22493,6,2010
1351335,G,18654,G,,4528,8,2010
958625,G,9409,G,,1388,9,2010
203695,G,3017,H,,474,10,2010
1869728,G,15439,G,,1135,11,2010
2777887,G,47912,G,,14534,12,2010
2432920,G,32288,G,,5049,13,2010
120718,G,3673,H,,378,15,2010
94745,G,2250,G,,649,16,2010
5203051,G,52935,G,,7246,17,2010
633577,G,11060,G,,1983,18,2010
180332,G,3656,G,,823,19,2010
403708,G,6858,G,,1144,20,2010
348784,G,6274,G,,1076,21,2010
424621,G,7367,G,,1701,22,2010
112106,G,1928,H,,519,23,2010
2275421,G,29576,G,,3574,24,2010
3088298,G,29826,G,,3427,25,2010
1567927,G,23904,G,,3093,26,2010
1127653,G,15501,G,,2983,27,2010
99708,G,1994,G,,479,28,2010
813893,G,15719,G,,1692,29,2010
73447,G,1694,G,,586,30,2010
245484,H,4690,G,,648,31,2010
330493,G,5826,G,,1839,32,2010
215604,G,3488,G,,594,33,2010
2631001,G,34995,H,,5246,34,2010
185905,G,3063,G,,669,35,2010
5301058,G,53114,G,,9864,36,2010
1341712,G,20550,G,,4207,37,2010
41949,G,810,G,,217,38,2010
1393971,G,21184,G,,3610,39,2010
310888,G,5602,H,,1303,40,2010
468585,G,24202,H,,1899,41,2010
2621923,G,33899,G,,4864,42,2010
104130,G,2065,G,,403,44,2010
438113,G,8535,G,,1442,45,2010
36581,G,908,G,,226,46,2010
634304,G,10850,G,,1441,47,2010
4994010,G,72174,G,,10371,48,2010
420337,G,8922,G,,1919,49,2010
106755,G,1681,G,,332,50,2010
6950543,G,70207,G,,5436,51,2010
1321859,G,16091,G,,3337,53,2010
107847,G,2198,G,,276,54,2010
543140,G,10480,G,,1620,55,2010
62013,G,1278,G,,431,56,2010
342425,G,6731,G,,986,1,2009
105369,G,1665,G,,328,2,2009
755400,G,12807,G,,3209,4,2009
149001,G,2840,G,,775,5,2009
7390452,G,110670,G,,21606,6,2009
1278075,G,17317,G,,4381,8,2009
964250,G,9089,G,,1402,9,2009
139352,G,1865,G,,447,10,2009
1684550,G,14997,G,,1097,11,2009
2661270,G,46172,G,,13753,12,2009
2210759,G,33887,G,,4817,13,2009
92630,G,1602,G,,372,15,2009
91712,G,2095,G,,630,16,2009
4936590,G,54075,G,,7064,17,2009
606469,G,11166,G,,1981,18,2009
170454,G,3815,G,,823,19,2009
384313,G,6568,G,,1128,20,2009
356903,G,6594,G,,1016,21,2009
412027,G,8306,G,,1651,22,2009
95756,G,1785,H,,512,23,2009
2053613,G,27420,G,,3480,24,2009
2786085,G,30375,G,,3367,25,2009
1468819,G,22969,G,,2988,26,2009
1046861,G,16813,G,,2928,27,2009
93548,G,2138,G,,485,28,2009
757997,G,17170,G,,1697,29,2009
63758,G,1686,G,,570,30,2009
269899,H,5013,H,,638,31,2009
324698,G,5793,H,,1767,32,2009
205107,G,3305,G,,578,33,2009
2593985,G,35793,H,,5093,34,2009
178733,G,2926,G,,677,35,2009
5187301,G,54526,G,,9487,36,2009
1218602,G,19739,G,,3965,37,2009
37521,G,767,H,,196,38,2009
1404717,G,22358,G,,3551,39,2009
276767,G,5234,G,,1243,40,2009
427148,G,7246,H,,1793,41,2009
2493613,G,32457,G,,4746,42,2009
91177,G,1756,G,,401,44,2009
418499,G,8229,G,,1416,45,2009
35336,G,754,G,,216,46,2009
660180,G,10735,G,,1478,47,2009
4784470,G,70475,G,,9914,48,2009
384611,G,8991,G,,1804,49,2009
99047,H,1602,G,,329,50,2009
6256221,G,65265,G,,5225,51,2009
1093540,G,14188,G,,3243,53,2009
128803,G,2389,G,,266,54,2009
503213,G,9349,G,,1624,55,2009
60832,G,1225,G,,414,56,2009
303029,G,5950,G,,982,1,2008
91266,G,1450,G,,262,2,2008
740089,G,12214,G,,3235,4,2008
140776,G,2922,G,,760,5,2008
7848812,G,113871,G,,21378,6,2008
1167957,G,17112,G,,4250,8,2008
1099409,G,9662,G,,1424,9,2008
86531,G,1447,G,,426,10,2008
1649763,G,14889,G,,1062,11,2008
2951867,G,50921,G,,13459,12,2008
2359002,G,34231,G,,4762,13,2008
90377,G,1665,G,,350,15,2008
97000,G,2155,H,,622,16,2008
5141294,G,62141,G,,7086,17,2008
562727,G,10525,G,,1939,18,2008
170622,G,3640,G,,807,19,2008
434651,G,7710,G,,1093,20,2008
342933,G,7405,H,,1004,21,2008
436144,G,8249,H,,1626,22,2008
95497,G,1798,H,,496,23,2008
1867740,G,27585,G,,3422,24,2008
3107493,G,30445,G,,3329,25,2008
1600860,G,26224,G,,2952,26,2008
1059997,G,16545,G,,2904,27,2008
103026,G,2365,G,,480,28,2008
622991,G,13415,G,,1666,29,2008
63447,G,1666,H,,553,30,2008
259085,H,4941,H,,616,31,2008
355689,G,6407,H,,1773,32,2008
189641,G,2806,G,,592,33,2008
2649285,G,33907,H,,5090,34,2008
172413,G,2954,G,,681,35,2008
5537674,G,53254,G,,9300,36,2008
1274542,G,21723,G,,3969,37,2008
35299,G,748,H,,200,38,2008
1397321,G,22640,G,,3607,39,2008
266774,G,5362,G,,1193,40,2008
488270,G,7420,H,,1748,41,2008
2479453,G,32397,G,,4749,42,2008
