ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
0,D,0,D,C,2,1,2011
0,D,0,D,A,3,4,2011
0,D,0,D,A,1,5,2011
12712,G,382,G,,24,6,2011
544,G,0,S,A,4,8,2011
0,D,0,D,A,2,9,2011
556,G,0,S,B,10,12,2011
1766,H,0,S,B,3,13,2011
0,D,0,D,A,5,17,2011
624,G,21,H,,3,18,2011
0,D,0,D,A,2,19,2011
17180,G,394,G,,4,21,2011
0,D,0,D,A,1,23,2011
0,D,0,D,A,1,25,2011
0,D,0,D,B,3,26,2011
312,H,0,S,A,4,27,2011
0,D,0,D,A,1,29,2011
0,D,0,D,A,2,31,2011
0,D,0,D,B,1,33,2011
0,D,0,D,A,2,34,2011
0,D,0,D,B,4,35,2011
7729,H,251,H,,6,36,2011
0,D,0,D,A,2,37,2011
8601,H,0,S,C,6,39,2011
0,D,0,D,E,2,40,2011
3197,G,108,G,,4,41,2011
0,D,0,D,C,3,42,2011
0,D,0,D,A,1,45,2011
39289,H,971,G,,9,47,2011
28401,H,750,H,,4,48,2011
0,D,0,D,B,2,49,2011
0,D,0,D,C,5,53,2011
0,D,0,D,A,1,55,2011
0,D,0,D,C,2,1,2010
0,D,0,D,A,4,4,2010
0,D,0,D,A,1,5,2010
12900,H,397,G,,28,6,2010
444,G,14,G,,4,8,2010
0,D,0,D,A,1,9,2010
555,G,0,S,A,6,12,2010
0,D,0,D,B,2,13,2010
0,D,0,D,A,1,16,2010
0,D,0,D,B,6,17,2010
0,D,0,D,A,2,18,2010
0,D,0,D,A,2,19,2010
13922,G,344,G,,3,21,2010
0,D,0,D,A,1,23,2010
0,D,0,D,A,2,24,2010
0,D,0,D,A,1,25,2010
0,D,0,D,B,3,26,2010
305,H,0,S,A,4,27,2010
0,D,0,D,A,2,31,2010
0,D,0,D,B,1,33,2010
0,D,0,D,A,3,34,2010
0,D,0,D,B,5,35,2010
8355,H,274,H,,7,36,2010
0,D,0,D,A,2,37,2010
8338,H,261,H,,6,39,2010
0,D,0,D,E,2,40,2010
3343,G,125,H,,5,41,2010
0,D,0,D,C,2,42,2010
0,D,0,D,A,2,45,2010
35819,G,948,G,,9,47,2010
28595,H,773,H,,6,48,2010
0,D,0,D,B,2,49,2010
0,D,0,D,C,5,53,2010
0,D,0,D,A,1,55,2010
0,D,0,D,C,2,1,2009
0,D,0,D,A,4,4,2009
0,D,0,D,A,1,5,2009
13625,H,452,H,,33,6,2009
469,G,0,S,A,4,8,2009
0,D,0,D,A,1,9,2009
0,D,0,D,B,1,10,2009
548,H,31,H,,8,12,2009
0,D,0,D,B,2,13,2009
0,D,0,D,A,1,16,2009
0,D,0,D,B,7,17,2009
0,D,0,D,B,2,18,2009
0,D,0,D,A,2,19,2009
0,D,0,D,E,3,21,2009
0,D,0,D,A,1,23,2009
0,D,0,D,A,2,24,2009
0,D,0,D,B,3,26,2009
152,H,0,S,A,4,27,2009
0,D,0,D,A,1,29,2009
0,D,0,D,A,2,31,2009
0,D,0,D,B,1,33,2009
0,D,0,D,B,3,34,2009
0,D,0,D,B,5,35,2009
8389,H,255,H,,7,36,2009
0,D,0,D,A,2,37,2009
9391,H,231,H,,7,39,2009
0,D,0,D,F,4,40,2009
3851,G,134,H,,4,41,2009
0,D,0,D,E,5,42,2009
0,D,0,D,A,3,45,2009
38522,H,1029,H,,11,47,2009
0,D,0,D,F,8,48,2009
0,D,0,D,B,3,49,2009
0,D,0,D,C,4,53,2009
0,D,0,D,A,1,55,2009
0,D,0,D,E,2,1,2008
647,G,34,H,,6,4,2008
0,D,0,D,A,2,5,2008
22995,H,765,H,,37,6,2008
559,G,24,G,,4,8,2008
0,D,0,D,A,1,9,2008
0,D,0,D,A,1,10,2008
1161,G,53,G,,13,12,2008
0,D,0,D,C,4,13,2008
0,D,0,D,A,1,16,2008
0,D,0,D,B,8,17,2008
0,D,0,D,A,3,18,2008
0,D,0,D,A,2,19,2008
0,D,0,D,E,2,21,2008
0,D,0,D,B,1,23,2008
0,D,0,D,A,3,24,2008
0,D,0,D,A,1,25,2008
0,D,0,D,B,3,26,2008
134,H,0,S,A,3,27,2008
0,D,0,D,A,2,29,2008
0,D,0,D,C,2,31,2008
0,D,0,D,B,1,33,2008
0,D,0,D,B,2,34,2008
0,D,0,D,B,5,35,2008
8672,H,261,H,,8,36,2008
0,D,0,D,A,3,37,2008
0,D,0,D,E,7,39,2008
0,D,0,D,F,4,40,2008
5915,G,188,H,,4,41,2008
0,D,0,D,E,4,42,2008
0,D,0,D,A,1,45,2008
42409,G,1025,G,,9,47,2008
39339,H,1156,H,,9,48,2008
1299,G,33,G,,4,49,2008
0,D,0,D,B,2,50,2008
0,D,0,D,B,2,51,2008
0,D,0,D,E,7,53,2008
0,D,0,D,A,1,55,2008
0,D,0,D,E,2,1,2007
1641,G,57,G,,7,4,2007
0,D,0,D,A,2,5,2007
24729,H,801,H,,37,6,2007
731,G,29,H,,6,8,2007
0,D,0,D,A,1,10,2007
0,D,0,D,C,14,12,2007
0,D,0,D,C,3,13,2007
0,D,0,D,A,1,16,2007
617,H,22,H,,8,17,2007
0,D,0,D,B,2,18,2007
0,D,0,D,B,4,19,2007
12195,H,285,H,,3,21,2007
0,D,0,D,A,1,22,2007
0,D,0,D,A,1,23,2007
480,G,13,G,,4,24,2007
0,D,0,D,B,3,26,2007
156,H,0,S,A,3,27,2007
0,D,0,D,A,2,29,2007
0,D,0,D,A,1,30,2007
0,D,0,D,A,1,31,2007
0,D,0,D,B,2,33,2007
664,G,23,G,,5,34,2007
0,D,0,D,B,5,35,2007
8464,H,0,S,E,8,36,2007
0,D,0,D,A,4,37,2007
0,D,0,D,F,8,39,2007
0,D,0,D,A,3,40,2007
5789,G,190,G,,4,41,2007
0,D,0,D,E,4,42,2007
0,D,0,D,A,1,45,2007
41713,G,1039,G,,9,47,2007
47914,H,1477,H,,13,48,2007
2395,H,77,H,,7,49,2007
0,D,0,D,C,2,50,2007
0,D,0,D,A,1,51,2007
0,D,0,D,E,4,53,2007
0,D,0,D,A,1,55,2007
0,-,0,-,E,2,1,2006
0,-,0,-,B,10,4,2006
0,-,0,-,A,2,5,2006
24780,-,728,-,,37,6,2006
0,-,0,-,B,6,8,2006
0,-,0,-,A,1,10,2006
0,-,0,-,C,13,12,2006
0,-,0,-,E,4,13,2006
0,-,0,-,A,1,16,2006
0,-,0,-,A,7,17,2006
526,-,42,-,,3,18,2006
0,-,0,-,B,4,19,2006
0,-,0,-,E,2,21,2006
0,-,0,-,A,1,22,2006
0,-,0,-,B,1,23,2006
0,-,0,-,A,4,24,2006
0,-,0,-,A,1,25,2006
0,-,0,-,B,3,26,2006
0,-,0,-,A,3,27,2006
0,-,0,-,A,1,30,2006
0,-,0,-,A,1,31,2006
0,-,0,-,B,2,33,2006
0,-,0,-,B,5,34,2006
839,-,41,-,,7,35,2006
0,-,0,-,E,7,36,2006
0,-,0,-,A,2,37,2006
23494,-,651,-,,10,39,2006
0,-,0,-,A,3,40,2006
0,-,0,-,E,5,41,2006
0,-,0,-,E,4,42,2006
0,-,0,-,A,1,44,2006
0,-,0,-,A,3,45,2006
44347,-,1130,-,,10,47,2006
0,-,0,-,G,15,48,2006
0,-,0,-,B,5,49,2006
0,-,0,-,B,2,50,2006
0,-,0,-,E,4,53,2006
0,-,0,-,A,1,55,2006
0,-,0,-,C,2,1,2005
2394,-,99,-,,12,4,2005
0,-,0,-,B,2,5,2005
20009,-,660,-,,33,6,2005
0,-,0,-,B,6,8,2005
0,-,0,-,B,1,10,2005
0,-,0,-,B,13,12,2005
16023,-,387,-,,6,13,2005
0,-,0,-,A,1,15,2005
0,-,0,-,A,5,17,2005
0,-,0,-,B,3,18,2005
0,-,0,-,B,4,19,2005
0,-,0,-,E,2,21,2005
0,-,0,-,A,1,22,2005
0,-,0,-,B,1,23,2005
0,-,0,-,A,4,24,2005
0,-,0,-,A,1,25,2005
0,-,0,-,B,3,26,2005
0,-,0,-,A,3,27,2005
0,-,0,-,A,2,30,2005
0,-,0,-,A,1,31,2005
0,-,0,-,B,4,33,2005
0,-,0,-,A,4,34,2005
723,-,40,-,,6,35,2005
0,-,0,-,E,7,36,2005
0,-,0,-,A,1,37,2005
21891,-,727,-,,12,39,2005
0,-,0,-,C,3,40,2005
5598,-,195,-,,3,41,2005
0,-,0,-,E,4,42,2005
0,-,0,-,A,2,44,2005
0,-,0,-,A,3,45,2005
37714,-,1050,-,,9,47,2005
54082,-,1636,-,,14,48,2005
2569,-,87,-,,6,49,2005
0,-,0,-,C,5,53,2005
0,-,0,-,C,2,1,2004
2364,-,108,-,,10,4,2004
0,-,0,-,A,2,5,2004
20148,-,673,-,,37,6,2004
0,-,0,-,B,7,8,2004
0,-,0,-,A,1,10,2004
0,-,0,-,C,14,12,2004
15838,-,401,-,,4,13,2004
0,-,0,-,A,1,15,2004
418,-,10,-,,4,17,2004
0,-,0,-,B,3,18,2004
0,-,0,-,B,3,19,2004
0,-,0,-,E,2,21,2004
0,-,0,-,A,1,22,2004
0,-,0,-,B,1,23,2004
0,-,0,-,A,4,24,2004
0,-,0,-,A,1,25,2004
0,-,0,-,B,4,26,2004
0,-,0,-,A,3,27,2004
0,-,0,-,A,1,30,2004
0,-,0,-,A,1,31,2004
0,-,0,-,B,3,33,2004
0,-,0,-,B,5,34,2004
0,-,0,-,B,7,35,2004
0,-,0,-,E,10,36,2004
0,-,0,-,A,1,37,2004
23698,-,741,-,,13,39,2004
0,-,0,-,C,3,40,2004
0,-,0,-,C,5,41,2004
0,-,0,-,E,5,42,2004
0,-,0,-,A,2,44,2004
0,-,0,-,A,3,45,2004
35159,-,948,-,,10,47,2004
50895,-,1547,-,,16,48,2004
1650,-,55,-,,5,49,2004
0,-,0,-,C,5,53,2004
0,-,0,-,C,2,1,2003
1784,-,65,-,,6,4,2003
0,-,0,-,A,2,5,2003
18365,-,671,-,,41,6,2003
0,-,0,-,B,5,8,2003
0,-,0,-,A,1,10,2003
0,-,0,-,C,12,12,2003
0,-,0,-,E,4,13,2003
0,-,0,-,A,1,15,2003
0,-,0,-,A,4,17,2003
0,-,0,-,B,3,18,2003
0,-,0,-,B,3,19,2003
0,-,0,-,E,3,21,2003
0,-,0,-,A,3,22,2003
0,-,0,-,B,1,23,2003
491,-,20,-,,4,24,2003
0,-,0,-,A,1,25,2003
0,-,0,-,B,6,26,2003
0,-,0,-,A,3,27,2003
0,-,0,-,A,1,30,2003
0,-,0,-,A,1,31,2003
0,-,0,-,B,3,33,2003
0,-,0,-,B,5,34,2003
825,-,54,-,,7,35,2003
12858,-,415,-,,8,36,2003
0,-,0,-,A,2,37,2003
20273,-,723,-,,13,39,2003
0,-,0,-,C,3,40,2003
3534,-,93,-,,5,41,2003
0,-,0,-,E,3,42,2003
0,-,0,-,A,2,44,2003
0,-,0,-,B,4,45,2003
32625,-,901,-,,9,47,2003
51177,-,1666,-,,17,48,2003
0,-,0,-,B,5,49,2003
0,-,0,-,C,7,53,2003
0,-,0,-,A,1,54,2003
0,-,0,-,B,1,23,2002
0,-,0,-,B,3,33,2002
0,-,0,-,A,1,25,2002
0,-,0,-,A,1,44,2002
0,-,0,-,E,8,36,2002
0,-,0,-,B,5,34,2002
0,-,0,-,E,4,42,2002
10231,-,380,-,,9,39,2002
0,-,0,-,B,4,18,2002
0,-,0,-,A,5,17,2002
0,-,0,-,B,6,26,2002
0,-,0,-,A,3,27,2002
0,-,0,-,C,5,19,2002
0,-,0,-,A,1,31,2002
0,-,0,-,A,1,10,2002
0,-,0,-,B,4,24,2002
0,-,0,-,A,1,54,2002
0,-,0,-,A,3,37,2002
0,-,0,-,B,4,45,2002
15486,-,454,-,,5,13,2002
7189,-,261,-,,15,12,2002
0,-,0,-,E,2,21,2002
33605,-,784,-,,8,47,2002
0,-,0,-,C,2,1,2002
0,-,0,-,A,1,5,2002
0,-,0,-,A,2,22,2002
0,-,0,-,C,4,40,2002
53523,-,1757,-,,17,48,2002
0,-,0,-,A,1,30,2002
0,-,0,-,B,6,8,2002
920,-,53,-,,8,35,2002
1503,-,71,-,,6,4,2002
1121,-,59,-,,5,49,2002
5289,-,181,-,,11,53,2002
2868,-,104,-,,6,41,2002
18289,-,720,-,,43,6,2002
0,-,0,-,C,2,1,2001
0,-,0,-,B,10,4,2001
0,-,0,-,C,2,5,2001
0,-,0,-,F,35,6,2001
656,-,24,-,,6,8,2001
8144,-,294,-,,14,12,2001
0,-,0,-,E,6,13,2001
0,-,0,-,A,2,17,2001
0,-,0,-,C,5,18,2001
0,-,0,-,C,5,19,2001
0,-,0,-,E,2,21,2001
0,-,0,-,A,1,22,2001
0,-,0,-,B,2,23,2001
0,-,0,-,B,4,24,2001
0,-,0,-,A,2,25,2001
1181,-,64,-,,5,26,2001
0,-,0,-,A,2,27,2001
0,-,0,-,A,1,31,2001
0,-,0,-,B,3,33,2001
1460,-,63,-,,6,34,2001
0,-,0,-,B,7,35,2001
0,-,0,-,E,6,36,2001
0,-,0,-,B,5,37,2001
21367,-,800,-,,9,39,2001
0,-,0,-,C,5,40,2001
0,-,0,-,B,5,41,2001
0,-,0,-,E,6,42,2001
0,-,0,-,B,4,45,2001
32032,-,833,-,,7,47,2001
63180,-,2220,-,,17,48,2001
0,-,0,-,B,3,49,2001
5122,-,164,-,,10,53,2001
0,-,0,-,A,1,54,2001
0,-,0,-,E,2,1,2000
0,-,0,-,B,9,4,2000
