ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
1259561,G,27002,G,,1281,1,2011
196299,G,3933,H,,283,2,2011
1595874,G,29447,G,,1708,4,2011
934960,G,17561,G,,1001,5,2011
17844046,G,292728,G,,20519,6,2011
1627009,G,28894,G,,1868,8,2011
2074892,G,25937,G,,1252,9,2011
1129655,H,10442,H,,320,10,2011
111679,G,1795,G,,152,11,2011
5580584,G,110981,G,,8103,12,2011
3580367,G,66425,G,,3223,13,2011
433278,G,10838,G,,801,15,2011
499337,G,11540,G,,674,16,2011
7967222,G,121690,G,,5845,17,2011
1900913,G,37349,G,,2093,18,2011
1315348,G,28315,G,,1851,19,2011
1302211,G,25914,G,,1486,20,2011
1189441,G,25347,G,,1192,21,2011
1515396,G,29834,G,,1605,22,2011
316052,H,6984,H,,560,23,2011
1905698,G,33839,G,,1578,24,2011
3220524,G,45887,G,,2336,25,2011
2985953,G,51724,G,,2826,26,2011
2475502,G,40696,G,,2392,27,2011
629870,G,14795,G,,922,28,2011
2453691,G,54650,G,,2238,29,2011
268731,G,6258,G,,520,30,2011
969088,G,19317,G,,1235,31,2011
628643,G,11703,G,,826,32,2011
390795,G,7425,G,,378,33,2011
11014270,G,118884,G,,5136,34,2011
362953,G,7919,G,,571,35,2011
10915000,G,165945,G,,13094,36,2011
3923831,G,65257,G,,3095,37,2011
454765,G,9086,H,,706,38,2011
3883932,G,71889,G,,3563,39,2011
885639,G,18336,G,,1214,40,2011
1213891,G,25816,G,,1479,41,2011
5871172,G,87796,G,,4018,42,2011
309106,G,5657,G,,399,44,2011
1275635,G,24630,G,,1309,45,2011
304859,G,7073,G,,591,46,2011
2294059,G,42424,G,,1814,47,2011
9387162,G,154167,G,,8388,48,2011
871949,G,17008,G,,940,49,2011
250750,G,5477,G,,279,50,2011
1694802,G,34209,G,,1874,51,2011
2509495,G,48508,G,,2784,53,2011
285212,G,6675,G,,418,54,2011
1812933,G,37127,G,,1965,55,2011
104184,G,2080,G,,239,56,2011
1264773,G,27239,G,,1294,1,2010
202904,G,4041,H,,286,2,2010
1614813,G,30373,G,,1716,4,2010
903218,G,17085,G,,1000,5,2010
17371245,G,300971,G,,20636,6,2010
1580745,G,29395,G,,1865,8,2010
1944118,G,25688,G,,1289,9,2010
1070718,H,11239,H,,324,10,2010
103232,H,1686,G,,158,11,2010
5206899,G,108768,G,,8178,12,2010
3647021,G,68376,G,,3293,13,2010
444904,G,10931,G,,813,15,2010
432225,G,10746,G,,675,16,2010
7871248,G,122807,G,,5900,17,2010
1686730,G,35155,G,,2122,18,2010
1287052,G,28446,G,,1851,19,2010
1270374,G,26829,G,,1521,20,2010
1197581,G,25596,G,,1214,21,2010
1409054,G,28888,G,,1601,22,2010
353362,H,7517,H,,572,23,2010
2031178,G,36477,G,,1597,24,2010
3136054,G,46576,G,,2406,25,2010
2868656,G,51826,G,,2876,26,2010
2361886,G,41480,G,,2424,27,2010
615704,G,14923,G,,941,28,2010
2340271,G,54045,G,,2261,29,2010
220827,G,5689,G,,486,30,2010
983700,G,19233,G,,1213,31,2010
607623,G,11795,G,,822,32,2010
401913,G,7452,G,,397,33,2010
10542721,G,121692,G,,5230,34,2010
357738,G,8253,G,,583,35,2010
10444626,G,162432,G,,13272,36,2010
3611608,G,62914,G,,3164,37,2010
383951,G,8238,G,,678,38,2010
3727752,G,71076,G,,3598,39,2010
840412,G,18666,G,,1265,40,2010
1180607,G,25590,G,,1500,41,2010
5711975,G,88220,G,,4066,42,2010
283694,G,5595,G,,408,44,2010
1080080,G,22578,G,,1334,45,2010
311957,G,7007,G,,574,46,2010
2242036,G,43527,G,,1862,47,2010
9212240,G,155215,G,,8451,48,2010
799337,G,16537,G,,926,49,2010
250361,G,5554,G,,288,50,2010
1689623,G,34449,G,,1941,51,2010
2380762,G,47720,G,,2800,53,2010
281864,G,6456,G,,422,54,2010
1714385,G,36500,G,,1990,55,2010
