ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
40783,H,688,G,,26,1,2011
0,D,0,D,C,11,2,2011
22446,G,603,G,,27,4,2011
120056,H,2131,H,,30,5,2011
471987,G,9302,G,,521,6,2011
30674,G,685,G,,43,8,2011
61432,G,833,G,,30,9,2011
0,D,0,D,C,11,10,2011
0,D,0,D,A,2,11,2011
280667,G,5012,G,,249,12,2011
123247,H,2428,H,,82,13,2011
56748,G,1317,G,,41,15,2011
8690,G,127,G,,12,16,2011
213708,G,4039,G,,159,17,2011
26804,G,684,G,,26,18,2011
35962,H,728,H,,36,19,2011
37782,H,717,H,,23,20,2011
38271,H,786,H,,24,21,2011
76648,H,1709,H,,63,22,2011
0,D,0,D,C,15,23,2011
70741,G,1474,G,,49,24,2011
163702,G,2638,H,,111,25,2011
78990,G,1660,G,,65,26,2011
128859,G,1986,G,,58,27,2011
24165,G,578,G,,23,28,2011
55952,G,1119,G,,58,29,2011
1182,G,50,G,,10,30,2011
71759,H,954,H,,21,31,2011
14993,G,330,G,,26,32,2011
0,D,0,D,B,9,33,2011
196796,G,3710,G,,160,34,2011
0,D,0,D,E,15,35,2011
209122,G,4515,G,,280,36,2011
131769,G,2667,G,,70,37,2011
1787,H,0,S,B,9,38,2011
88463,G,1794,G,,69,39,2011
48262,G,1106,G,,29,40,2011
40497,G,1004,G,,42,41,2011
125204,G,2345,G,,106,42,2011
18510,H,226,H,,22,44,2011
0,D,0,D,G,19,45,2011
0,D,0,D,A,6,46,2011
80629,G,1451,G,,40,47,2011
297844,H,6016,H,,199,48,2011
40990,H,718,H,,14,49,2011
0,D,0,D,C,6,50,2011
51655,H,895,H,,51,51,2011
173847,G,2328,G,,153,53,2011
0,D,0,D,B,7,54,2011
102705,H,1950,H,,38,55,2011
0,D,0,D,A,1,56,2011
44525,H,732,G,,27,1,2010
0,D,0,D,C,11,2,2010
23697,G,666,G,,30,4,2010
112254,H,2006,H,,28,5,2010
468992,G,9615,G,,547,6,2010
51496,H,1027,G,,46,8,2010
41817,G,666,G,,30,9,2010
0,D,0,D,C,10,10,2010
0,D,0,D,A,3,11,2010
279070,G,5289,H,,265,12,2010
123879,H,2832,H,,82,13,2010
54457,G,1296,G,,45,15,2010
9507,G,112,G,,14,16,2010
212112,G,4063,G,,154,17,2010
25687,G,671,G,,28,18,2010
33638,H,826,G,,38,19,2010
34547,G,713,G,,25,20,2010
44958,H,994,H,,27,21,2010
74612,G,1862,G,,62,22,2010
0,D,0,D,B,14,23,2010
70107,G,1489,G,,54,24,2010
155927,G,2629,G,,117,25,2010
81337,G,1686,G,,71,26,2010
118948,G,2025,G,,62,27,2010
24092,G,619,G,,25,28,2010
57827,G,1357,G,,62,29,2010
1388,G,64,G,,11,30,2010
80761,H,998,H,,21,31,2010
15096,G,342,H,,24,32,2010
0,D,0,D,B,12,33,2010
195128,G,3800,G,,169,34,2010
0,D,0,D,E,18,35,2010
211027,G,4579,G,,295,36,2010
124112,G,2519,G,,72,37,2010
1465,H,0,S,B,8,38,2010
92397,G,2102,G,,68,39,2010
51256,G,1161,G,,30,40,2010
39988,G,956,G,,45,41,2010
126941,G,2535,G,,105,42,2010
18883,H,240,H,,27,44,2010
0,D,0,D,G,18,45,2010
0,D,0,D,B,6,46,2010
79185,G,1593,H,,42,47,2010
341634,G,5839,H,,203,48,2010
38591,H,775,H,,14,49,2010
0,D,0,D,C,6,50,2010
48050,H,975,G,,56,51,2010
162317,G,2566,G,,159,53,2010
0,D,0,D,B,7,54,2010
96937,H,2123,H,,41,55,2010
0,D,0,D,A,1,56,2010
52456,H,1077,G,,27,1,2009
0,D,0,D,C,11,2,2009
24133,G,676,G,,34,4,2009
47737,G,981,G,,28,5,2009
459260,G,9690,G,,576,6,2009
38057,H,933,H,,49,8,2009
42235,G,732,G,,32,9,2009
0,D,0,D,C,10,10,2009
465,G,11,G,,4,11,2009
268307,H,5305,H,,279,12,2009
130879,H,2968,H,,81,13,2009
53435,G,1314,G,,46,15,2009
8781,G,90,G,,17,16,2009
203203,G,3949,G,,161,17,2009
18826,H,540,H,,30,18,2009
35572,H,927,H,,38,19,2009
37284,H,735,H,,25,20,2009
49457,H,1060,H,,29,21,2009
74113,G,1973,G,,62,22,2009
0,D,0,D,B,14,23,2009
61546,G,1324,G,,54,24,2009
139672,G,2549,G,,117,25,2009
66540,G,1596,G,,71,26,2009
106663,G,2028,G,,65,27,2009
19704,G,524,G,,24,28,2009
55854,G,1230,G,,64,29,2009
1597,G,65,G,,12,30,2009
68480,H,970,H,,21,31,2009
17703,H,420,H,,30,32,2009
0,D,0,D,C,12,33,2009
176311,G,3611,G,,174,34,2009
0,D,0,D,E,18,35,2009
199978,G,4740,G,,316,36,2009
127948,G,2672,G,,70,37,2009
1576,H,0,S,B,7,38,2009
103071,G,2130,G,,72,39,2009
0,D,0,D,G,31,40,2009
40877,G,993,G,,43,41,2009
138465,G,2774,G,,106,42,2009
17654,H,0,S,E,28,44,2009
67967,G,1554,G,,21,45,2009
0,D,0,D,C,6,46,2009
79607,H,1701,H,,42,47,2009
260953,G,5165,H,,214,48,2009
37862,H,778,H,,16,49,2009
0,D,0,D,C,6,50,2009
55867,G,1195,G,,58,51,2009
154541,G,2387,G,,164,53,2009
0,D,0,D,C,7,54,2009
103068,H,2258,H,,43,55,2009
0,D,0,D,A,1,56,2009
67117,H,1272,H,,31,1,2008
0,D,0,D,C,12,2,2008
24761,G,661,G,,34,4,2008
56145,G,1069,G,,26,5,2008
450384,G,9620,G,,587,6,2008
37289,G,880,G,,45,8,2008
44215,G,755,G,,32,9,2008
0,D,0,D,C,8,10,2008
518,G,0,S,A,4,11,2008
283972,G,5638,G,,289,12,2008
117598,H,2839,H,,79,13,2008
53203,G,1372,G,,48,15,2008
7986,G,79,G,,13,16,2008
197309,G,4062,G,,158,17,2008
21080,H,557,H,,30,18,2008
36384,H,979,H,,37,19,2008
27372,H,0,S,E,22,20,2008
47711,H,1046,H,,25,21,2008
76563,G,1902,G,,61,22,2008
0,D,0,D,B,12,23,2008
74861,G,1691,H,,52,24,2008
156951,G,2953,G,,116,25,2008
58538,G,1339,G,,67,26,2008
84833,G,1837,G,,56,27,2008
21293,G,547,G,,23,28,2008
58962,G,1366,G,,57,29,2008
1239,H,0,S,B,7,30,2008
0,D,0,D,G,22,31,2008
16642,H,394,H,,28,32,2008
0,D,0,D,B,9,33,2008
