ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
0,D,0,D,E,2,1,2011
0,D,0,D,G,5,4,2011
0,D,0,D,E,2,5,2011
273830,G,3817,G,,52,6,2011
0,D,0,D,E,6,8,2011
103629,H,1321,H,,9,9,2011
68783,G,1203,G,,9,12,2011
0,D,0,D,C,6,13,2011
0,D,0,D,A,1,16,2011
0,D,0,D,H,26,17,2011
63139,H,1325,H,,17,18,2011
0,D,0,D,C,3,19,2011
0,D,0,D,E,8,20,2011
0,D,0,D,F,3,21,2011
1151,H,23,H,,4,22,2011
0,D,0,D,A,1,23,2011
0,D,0,D,B,2,24,2011
0,D,0,D,A,2,25,2011
184666,H,3407,H,,33,26,2011
0,D,0,D,E,10,27,2011
0,D,0,D,C,2,28,2011
0,D,0,D,F,9,29,2011
6856,H,138,H,,4,31,2011
0,D,0,D,A,2,32,2011
30203,H,446,H,,3,33,2011
24899,H,0,S,E,12,34,2011
0,D,0,D,A,1,35,2011
62170,H,871,H,,11,36,2011
31676,H,574,H,,8,37,2011
382609,H,6513,H,,39,39,2011
3694,G,63,H,,7,40,2011
0,D,0,D,A,2,41,2011
0,D,0,D,G,17,42,2011
0,D,0,D,E,3,45,2011
0,D,0,D,E,3,46,2011
0,D,0,D,B,3,47,2011
95844,G,1411,G,,35,48,2011
0,D,0,D,C,1,51,2011
0,D,0,D,B,6,53,2011
0,D,0,D,G,15,55,2011
0,D,0,D,A,1,56,2011
0,D,0,D,E,2,1,2010
0,D,0,D,G,5,4,2010
0,D,0,D,C,1,5,2010
197150,G,3286,G,,44,6,2010
0,D,0,D,C,6,8,2010
75277,H,1248,H,,10,9,2010
57835,G,1266,G,,9,12,2010
0,D,0,D,C,7,13,2010
0,D,0,D,A,1,16,2010
75949,H,1499,H,,27,17,2010
50314,H,1071,H,,17,18,2010
0,D,0,D,C,3,19,2010
10065,H,0,S,C,8,20,2010
0,D,0,D,F,3,21,2010
884,H,0,S,B,4,22,2010
0,D,0,D,A,1,23,2010
0,D,0,D,B,2,24,2010
0,D,0,D,A,2,25,2010
178147,H,3334,H,,36,26,2010
0,D,0,D,E,9,27,2010
0,D,0,D,C,2,28,2010
0,D,0,D,E,8,29,2010
13533,H,300,H,,6,31,2010
0,D,0,D,A,2,32,2010
27170,H,493,H,,3,33,2010
22586,H,0,S,E,11,34,2010
0,D,0,D,A,1,35,2010
49058,H,550,H,,10,36,2010
33053,H,595,H,,8,37,2010
330221,H,6132,H,,39,39,2010
0,D,0,D,B,7,40,2010
0,D,0,D,A,1,41,2010
0,D,0,D,G,18,42,2010
0,D,0,D,F,3,45,2010
0,D,0,D,C,4,46,2010
0,D,0,D,C,4,47,2010
57424,H,1049,H,,36,48,2010
0,D,0,D,B,1,51,2010
0,D,0,D,B,7,53,2010
0,D,0,D,G,16,55,2010
0,D,0,D,A,1,56,2010
0,D,0,D,E,2,1,2009
0,D,0,D,G,6,4,2009
0,D,0,D,E,1,5,2009
202262,G,3553,G,,44,6,2009
0,D,0,D,E,5,8,2009
76549,H,1323,H,,12,9,2009
59513,G,1449,G,,11,12,2009
0,D,0,D,C,6,13,2009
0,D,0,D,A,1,16,2009
72563,G,1882,H,,27,17,2009
44033,H,1059,H,,17,18,2009
2844,G,77,G,,3,19,2009
0,D,0,D,E,9,20,2009
0,D,0,D,F,3,21,2009
735,H,0,S,B,5,22,2009
0,D,0,D,B,1,23,2009
0,D,0,D,G,3,24,2009
0,D,0,D,A,2,25,2009
151241,H,3404,H,,33,26,2009
0,D,0,D,E,10,27,2009
0,D,0,D,C,2,28,2009
0,D,0,D,F,9,29,2009
