ap,ap_nf,emp,emp_nf,empflag,est,fipstate,year
1367693,H,16731,H,,419,1,2011
164579,G,1922,G,,91,2,2011
1155445,H,12498,H,,278,4,2011
557445,H,7431,H,,335,5,2011
0,D,0,D,L,1156,6,2011
756520,H,8969,H,,392,8,2011
0,D,0,D,J,157,9,2011
202476,H,2183,H,,44,10,2011
0,D,0,D,G,49,11,2011
2278397,G,26966,G,,714,12,2011
2033914,H,24557,H,,586,13,2011
279752,H,3300,H,,55,15,2011
0,D,0,D,H,195,16,2011
2929883,H,28810,H,,454,17,2011
1216243,H,15259,H,,567,18,2011
591042,H,7748,H,,261,19,2011
653229,H,7354,G,,230,20,2011
684317,H,8274,H,,337,21,2011
0,D,0,D,J,518,22,2011
159058,H,2237,H,,102,23,2011
1178066,H,10970,G,,142,24,2011
1346692,G,12929,G,,275,25,2011
1915950,H,0,S,J,378,26,2011
0,D,0,D,J,303,27,2011
620968,H,9292,H,,595,28,2011
1402738,H,16574,H,,353,29,2011
246106,G,2988,H,,197,30,2011
0,D,0,D,F,113,31,2011
0,D,0,D,I,118,32,2011
295090,G,3361,H,,114,33,2011
1956242,H,18639,H,,403,34,2011
397498,H,5180,H,,241,35,2011
3877909,G,41912,G,,606,36,2011
1708229,H,18944,H,,470,37,2011
0,D,0,D,H,118,38,2011
0,D,0,D,J,665,39,2011
626840,H,8523,H,,361,40,2011
706549,H,8133,H,,288,41,2011
3271106,G,31783,G,,764,42,2011
103919,H,1122,H,,34,44,2011
903918,G,11466,G,,322,45,2011
142657,H,2161,H,,157,46,2011
220151,G,3451,G,,143,47,2011
4153516,G,48070,G,,1949,48,2011
0,D,0,D,H,216,49,2011
185571,H,2017,H,,61,50,2011
1404200,H,15395,H,,335,51,2011
0,D,0,D,I,305,53,2011
513314,G,6196,H,,229,54,2011
1182923,G,13265,G,,305,55,2011
0,D,0,D,H,134,56,2011
1241183,H,16546,H,,417,1,2010
155397,G,1988,G,,91,2,2010
0,D,0,D,J,265,4,2010
518472,H,7362,H,,344,5,2010
0,D,0,D,L,1117,6,2010
713081,H,8837,H,,385,8,2010
1163381,H,0,S,J,169,9,2010
249989,H,2632,H,,46,10,2010
0,D,0,D,G,45,11,2010
2112967,G,26859,G,,585,12,2010
1879380,H,25127,H,,598,13,2010
252999,H,3163,H,,53,15,2010
205799,H,2887,H,,192,16,2010
2721844,H,28851,H,,483,17,2010
1234097,H,16176,H,,626,18,2010
0,D,0,D,I,271,19,2010
512628,H,6502,H,,197,20,2010
663471,H,8310,H,,341,21,2010
0,D,0,D,J,537,22,2010
152717,H,2311,H,,96,23,2010
1122516,H,10494,H,,139,24,2010
1318818,G,12861,G,,281,25,2010
